time,S,R,F,T,dose_u1
0,30000,10000,10000,40000,0
0.2,33662.7162539844,11328.4386879022,10910.2073237889,44991.1549418867,0
0.4,37697.8685906392,12807.1576562036,11890.3226237529,50505.0262468428,0
0.6,42161.1796620473,14461.1732206022,12949.6973024297,56622.3528826495,0
0.8,47092.0271527463,16309.7443558366,14094.5683526647,63401.7715085828,0
1,52523.6913806461,18370.4456114174,15330.1788584167,70894.1369920635,0.25
1.2,58294.0543509625,20689.1436410938,16672.7517749769,78983.1979920563,0.25
1.4,64494.1764655569,23241.0720804272,18109.367058299,87735.2485459842,0.25
1.6,71156.536718819,26057.9710337441,19650.7364853444,97214.5077525631,0.25
1.8,78290.5945447137,29163.333995901,21303.95679311,107453.928540615,0.25
2,85889.6305428933,32574.5618765325,23073.7585378755,118464.192419426,0
2.2,94769.4351631088,36346.1770979824,24980.0019120955,131115.612261091,0
2.4,104223.605610145,40421.4839254972,27002.0563387638,144645.089535642,0
2.6,114263.656172833,44819.5034855982,29148.0701832936,159083.159658431,0
2.8,124885.26632408,49554.3040223159,31425.0496083747,174439.570346396,0
3,136050.335201139,54624.2717211842,33834.9380533016,190674.606922323,0
3.2,147778.884170316,60074.0960377065,36399.7538005066,207852.980208022,0
3.4,159897.973780462,65819.8523030081,39090.0745704711,225717.82608347,0
3.6,172327.343124364,71837.0003439946,41901.2350077336,244164.343468358,0
3.8,185011.191435156,78127.0472467104,44840.6339308688,263138.238681867,0
4,197857.308574356,84665.6024577168,47904.8728039439,282522.911032073,0
4.2,210763.009659271,91457.4208657567,51107.6967487571,302220.430525028,0
4.4,223612.000115601,98422.6856745738,54415.5023096628,322034.685790175,0
4.6,236318.688071314,105522.471885348,57814.8491732935,341841.159956661,0
4.8,248778.807516413,112740.197359727,61305.6411789404,361519.00487614,0
5,260900.97672277,120046.497908736,64877.4755880211,380947.474631506,0
5.2,272528.043523316,127422.225018184,68527.7498519178,399950.2685415,0
5.4,283683.773246805,134829.578025913,72227.3891775741,418513.351272718,0
5.6,294341.220241102,142246.853086379,75960.9058031331,436588.073327481,0
5.8,304405.964740704,149658.107725457,79717.6232653935,454064.072466161,0
6,313838.095974234,157049.776686813,83482.1563845418,470887.872661046,0
6.2,322508.250347161,164409.591112845,87236.1141116646,486917.841460005,0
6.4,330549.975434626,171738.626847259,90965.3494165199,502288.602281885,0
6.6,337988.877792144,179033.74593326,94657.8052050481,517022.623725405,0
6.8,344764.504889821,186289.789172351,98296.1967975473,531054.294062172,0
7,350879.615612439,193507.613292047,101866.310441394,544387.228904485,0
7.2,356247.014005688,200687.048073281,105341.306269919,556934.062078969,0
7.4,361028.60403377,207840.113747608,108727.665131481,568868.717781378,0
7.6,365267.882364221,214969.701216092,112020.974920664,580237.583580313,0
7.8,368927.814636762,222076.374753891,115203.589094451,591004.189390653,0
8,372025.632307283,229163.996035011,118267.265023286,601189.628342294,0
8.2,374501.319826941,236236.033716932,121185.841430818,610737.353543874,0
8.4,376498.569298661,243299.368259022,123982.869831923,619797.937557683,0
8.6,378058.808869432,250355.294369387,126661.579741932,628414.103238819,0
8.8,379157.424908824,257404.308161018,129208.165721115,636561.733069842,0
9,379812.617868348,264447.75524748,131620.98030077,644260.373115827,0
9.2,379981.476959863,271486.893347978,133879.695734435,651468.370307841,0
9.4,379779.582201049,278523.125815223,136015.756271702,658302.708016272,0
9.6,379241.62816148,285555.492243655,138036.885991853,664797.120405135,0
9.8,378351.293826099,292582.596704204,139934.002155392,670933.890530304,0
10,377125.081369177,299603.343564852,141709.721421086,676728.424934029,0
10.2,375533.650244927,306615.723832653,143350.259395863,682149.37407758,0
10.4,373666.442160088,313619.918802211,144886.473062818,687286.360962299,0
10.6,371551.458923649,320614.247015523,146327.160105589,692165.705939172,0
10.8,369179.036442778,327595.708543034,147666.944983319,696774.744985812,0
11,366563.751438975,334562.187947319,148910.031017726,701125.939386294,0
11.2,363687.580027258,341509.174479278,150047.740356063,705196.754506536,0
11.4,360617.004000635,348438.419984671,151105.716330585,709055.423985307,0
11.6,357373.810185846,355348.604511037,152091.742567759,712722.414696882,0
11.8,353953.485451474,362235.697458741,153002.803327873,716189.182910215,0
12,350368.431100003,369097.438929404,153842.997096254,719465.870029407,0
12.2,346609.42693531,375927.562099388,154607.03549138,722536.989034698,0
12.4,342723.206931381,382730.208315863,155314.180078822,725453.415247244,0
12.6,338725.914136143,389504.749198494,155970.463289145,728230.663334636,0
12.8,334616.711494347,396246.431082258,156574.218703095,730863.142576604,0
13,330405.67912289,402953.10719822,157128.753912779,733358.786321111,0
13.2,326090.017110915,409617.118107189,157630.870395694,735707.135218104,0
13.4,321700.205104673,416244.900492295,158094.145713679,737945.105596968,0
13.6,317247.557378123,422836.490513045,158522.905542833,740084.047891168,0
13.8,312733.74042392,429386.515357231,158916.220365413,742120.255781151,0
14,308166.658783919,435892.941378647,159276.509488924,744059.600162566,0
14.2,303548.048549396,442346.868310662,159601.829558416,745894.916860059,0
14.4,298895.637295007,448756.763750803,159901.373887287,747652.40104581,0
14.6,294216.857742143,455123.239755325,160178.10041057,749340.097497469,0
14.8,289515.060804966,461440.353467773,160431.479317545,750955.414272739,0
