time,S,R,F,T,dose_u1
0,30000,10000,10000,40000,0
0.2,33662.7162539844,11328.4386879022,10910.2073237889,44991.1549418867,0
0.4,37697.8685906392,12807.1576562036,11890.3226237529,50505.0262468428,0
0.6,42161.1796620473,14461.1732206022,12949.6973024297,56622.3528826495,0
0.8,47092.0271527463,16309.7443558366,14094.5683526647,63401.7715085828,0
1,52523.6913806461,18370.4456114174,15330.1788584167,70894.1369920635,0.25
1.2,58294.0543509625,20689.1436410938,16672.7517749769,78983.1979920563,0.25
1.4,64494.1764655569,23241.0720804272,18109.367058299,87735.2485459842,0.25
1.6,71156.536718819,26057.9710337441,19650.7364853444,97214.5077525631,0.25
1.8,78290.5945447137,29163.333995901,21303.95679311,107453.928540615,0.25
2,85889.6305428933,32574.5618765325,23073.7585378755,118464.192419426,0.5
2.2,93375.6937513659,36352.9715491734,24979.7295336182,129728.665300539,0.5
2.4,101110.785988834,40452.5893044588,27001.4530006778,141563.375293293,0.5
2.6,109061.850850522,44903.2810005618,29147.4144348555,153965.131851084,0.5
2.8,117181.791315886,49731.8435124245,31424.3571619387,166913.634828311,0.5
3,125409.260178895,54952.4886240312,33834.1890728218,180361.748802927,0.75
3.2,132632.498746776,60647.6085523808,36396.5773798289,193280.107299157,0.75
3.4,139674.35894957,66752.8167862539,39082.7722717335,206427.175735824,0.75
3.6,146464.793042261,73289.692488184,41893.2132928172,219754.485530445,0.75
3.8,152921.431517824,80300.0255813416,44832.2743489332,233221.457099166,0.75
4,158975.793958034,87803.3754281525,47896.1856366619,246779.169386186,0.5
4.2,166167.344718082,95881.8010586101,51098.1487159123,262049.145776692,0.5
4.4,172974.355128174,104420.04922293,54404.7837472675,277394.404351104,0.5
4.6,179352.864756725,113400.728647038,57803.6346527112,292753.593403763,0.5
4.8,185202.75567086,122870.687288712,61294.1407547419,308073.442959572,0.5
5,190463.917723837,132839.281053535,64865.764059447,323303.198777373,0.25
5.2,198005.656995508,143325.953124752,68515.8473096181,341331.610120259,0.25
5.4,205025.480618557,154170.408910573,72215.3404129379,359195.889529129,0.25
5.6,211496.745542354,165332.531160695,75948.7552740062,376829.276703048,0.25
5.8,217314.462163302,176824.34575706,79705.4214971615,394138.807920362,0.25
6,222430.026539097,188629.161962358,83469.9552406366,411059.188501455,0
6.2,231954.886509502,200596.679322873,87223.9739686902,432551.565832375,0
6.4,240911.957174187,212528.735580481,90953.3181611915,453440.692754667,0
6.6,249280.678747029,224378.229332034,94645.9267601042,473658.908079063,0
6.8,256961.1512305,236093.256447943,98284.5173245731,493054.407678443,0
7,263919.326809035,247635.480233834,101854.873402132,511554.80704287,0
7.2,270023.106604204,258945.606788319,105330.15741763,528968.713392523,0
7.4,275435.97330508,270049.067331261,108716.837054509,545485.040636341,0
7.6,280198.251527504,280942.033787802,112010.494771733,561140.285315306,0
7.8,284257.97024501,291594.849888259,115193.482523759,575852.820133269,0
8,287632.796756567,302003.454627296,118257.553148303,589636.251383863,0
8.2,290251.647212811,312135.234989206,121176.542698799,602386.882202017,0
8.4,292294.228410724,322050.103443762,123973.994357519,614344.331854486,0
8.6,293816.094498726,331762.038957347,126653.133526372,625578.133456073,0
8.8,294795.596858243,341256.710154353,129200.151680347,636052.307012596,0
9,295263.893754523,350541.536330004,131613.397664437,645805.430084527,0
9.2,295185.568135018,359597.589288478,133872.539350131,654783.157423496,0
9.4,294701.845574742,368479.304962563,136009.018960863,663181.150537304,0
9.6,293858.955999103,377200.699612349,138030.558870532,671059.655611453,0
9.8,292648.60336205,385752.130546089,139928.073504389,678400.73390814,0
10,291097.517090759,394139.837206648,141704.128554285,685237.354297407,0
10.2,289188.979433305,402348.264496326,143345.037288757,691537.243929631,0
10.4,287019.441012461,410418.734183924,144881.606483925,697438.175196385,0
10.6,284621.765494789,418361.411550774,146322.63397396,702983.177045562,0
10.8,281993.835966337,426167.241552502,147662.74225309,708161.077518839,0
11,279155.527936905,433839.443775605,148906.077063109,712994.97171251,0
11.2,276100.401137131,441362.542168794,150044.07644287,717462.943305924,0
11.4,272889.965184906,448768.91853304,151102.326153054,721658.883717945,0
11.6,269546.1608681,456066.002215014,152088.610857829,725612.163083114,0
11.8,266070.376156717,463244.722756309,152999.913634881,729315.098913026,0
12,262476.835462198,470306.415882465,153840.283093324,732783.251344664,0
12.2,258765.735639883,477235.58076888,154604.533542705,736001.316408763,0
12.4,254973.501850282,484059.755321369,155311.876225595,739033.257171652,0
12.6,251114.096812745,490784.986069333,155968.344796978,741899.082882078,0
12.8,247191.066706247,497402.362951646,156572.27217107,744593.429657892,0
13,243214.452121977,503912.36513501,157126.927977166,747126.817256987,0
13.2,239188.770019738,510299.782618461,157629.192889558,749488.552638199,0
13.4,235132.914938218,516589.494052979,158092.605958839,751722.408991197,0
13.6,231055.181093285,522786.877310432,158521.493937126,753842.058403717,0
13.8,226960.397020381,528883.325891623,158914.926938006,755843.722912004,0
14,222855.559106595,534878.967543005,159275.297406369,757734.5266496,0
14.2,218747.874712564,540759.058768852,159600.718492207,759506.933481415,0
14.4,214644.216471314,546546.784831987,159900.356177544,761191.001303301,0
14.6,210548.919089826,552247.15375636,160177.169227689,762796.072846186,0
