0,10000,10000,10000
1,15317.979446534,15317.979446534,15317.979446534
2,23038.6271174078,23038.6271174078,23038.6271174078
3,33761.5438934542,33761.5438934542,33761.5438934542
4,47772.9381584995,47772.9381584995,47772.9381584995
5,64690.6962118463,64690.6962118463,64690.6962118463
6,83273.4743743587,83273.4743743587,83273.4743743587
7,101678.699509532,101678.699509532,101678.699509532
8,118131.664507794,118131.664507794,118131.664507794
9,131544.859456805,131544.859456805,131544.859456805
10,141682.169701006,141682.169701006,141682.169701006
