0,30000,30000,30000
1,51345.0502657684,51345.0502657684,51345.0502657684
2,83828.4033927647,83828.4033927647,83828.4033927647
3,127815.974298122,127815.974298122,127815.974298122
4,178771.056283892,178771.056283892,178771.056283892
5,228076.964844737,228076.964844737,228076.964844737
6,268108.392575071,268108.392575071,268108.392575071
7,296214.1917151,296214.1917151,296214.1917151
8,313988.367723971,313988.367723971,313988.367723971
9,324494.413122144,324494.413122144,324494.413122144
10,330456.136335444,330456.136335444,330456.136335444
