0,10000,10000,10000
1,18339.8283486244,18339.8283486244,18339.8283486244
2,32434.259081413,32434.259081413,32434.259081413
3,54132.472232559,54132.472232559,54132.472232559
4,83494.4771954443,83494.4771954443,83494.4771954443
5,117928.635851589,117928.635851589,117928.635851589
6,153882.977277717,153882.977277717,153882.977277717
7,189342.948728001,189342.948728001,189342.948728001
8,224139.943234151,224139.943234151,224139.943234151
9,258731.036972585,258731.036972585,258731.036972585
10,293358.105684825,293358.105684825,293358.105684825
