0,10000,10000,10000
1,26290.3677324817,26290.3677324817,26290.3677324817
2,55632.8109194617,55632.8109194617,55632.8109194617
3,99178.247105376,99178.247105376,99178.247105376
4,150895.156519734,150895.156519734,150895.156519734
5,200850.661072408,200850.661072408,200850.661072408
6,243010.423086983,243010.423086983,243010.423086983
7,276954.96432687,276954.96432687,276954.96432687
8,304420.659008523,304420.659008523,304420.659008523
9,326878.859625812,326878.859625812,326878.859625812
10,345194.590157423,345194.590157423,345194.590157423
