0,20000,20000,20000
1,34214.8063341439,34214.8063341439,34214.8063341439
2,55777.666096215,55777.666096215,55777.666096215
3,84773.3620298218,84773.3620298218,84773.3620298218
4,117957.911923376,117957.911923376,117957.911923376
5,149532.115521812,149532.115521812,149532.115521812
6,174671.05835687,174671.05835687,174671.05835687
7,191978.383182159,191978.383182159,191978.383182159
8,202728.986289805,202728.986289805,202728.986289805
9,208982.95977347,208982.95977347,208982.95977347
10,212481.45886245,212481.45886245,212481.45886245
