0,30000,30000,30000
1,53132.4558379379,53132.4558379379,53132.4558379379
2,89270.3167539351,89270.3167539351,89270.3167539351
3,138929.776104103,138929.776104103,138929.776104103
4,196427.243607536,196427.243607536,196427.243607536
5,251208.435844044,251208.435844044,251208.435844044
6,294549.356547773,294549.356547773,294549.356547773
7,324081.319133342,324081.319133342,324081.319133342
8,342217.736508638,342217.736508638,342217.736508638
9,352656.012031675,352656.012031675,352656.012031675
10,358442.233504065,358442.233504065,358442.233504065
