0,10000,10000,10000
1,15318.0558396344,15318.0558396344,15318.0558396344
2,23038.6219338201,23038.6219338201,23038.6219338201
3,33761.5482350438,33761.5482350438,33761.5482350438
4,47773.1311417922,47773.1311417922,47773.1311417922
5,64690.7053447842,64690.7053447842,64690.7053447842
6,83273.5032014725,83273.5032014725,83273.5032014725
7,101678.769004539,101678.769004539,101678.769004539
8,118131.745870468,118131.745870468,118131.745870468
9,131544.872781648,131544.872781648,131544.872781648
10,141682.169330952,141682.169330952,141682.169330952
