0,10000,10000,10000
1,17468.614192208,17468.614192208,17468.614192208
2,29218.4605030486,29218.4605030486,29218.4605030486
3,45590.6021358855,45590.6021358855,45590.6021358855
4,64668.0129237282,64668.0129237282,64668.0129237282
5,82365.963787514,82365.963787514,82365.963787514
6,94986.2643657485,94986.2643657485,94986.2643657485
7,101311.891941698,101311.891941698,101311.891941698
8,102116.003766102,102116.003766102,102116.003766102
9,98824.0934930938,98824.0934930938,98824.0934930938
10,92819.9082307265,92819.9082307265,92819.9082307265
