0,10000,10000,10000
1,15318.0382361532,15318.0382361532,15318.0382361532
2,23038.6378123639,23038.6378123639,23038.6378123639
3,33761.5374752342,33761.5374752342,33761.5374752342
4,47772.9459730605,47772.9459730605,47772.9459730605
5,64690.7096932168,64690.7096932168,64690.7096932168
6,83273.443154126,83273.443154126,83273.443154126
7,101678.711324991,101678.711324991,101678.711324991
8,118131.714852425,118131.714852425,118131.714852425
9,131544.850378449,131544.850378449,131544.850378449
10,141682.168452893,141682.168452893,141682.168452893
