0,10000,10000,10000
1,15318.0353877724,15318.0353877724,15318.0353877724
2,23038.6363495093,23038.6363495093,23038.6363495093
3,33761.5573574196,33761.5573574196,33761.5573574196
4,47772.9103885041,47772.9103885041,47772.9103885041
5,64690.7125569657,64690.7125569657,64690.7125569657
6,83273.4781393774,83273.4781393774,83273.4781393774
7,101678.696040674,101678.696040674,101678.696040674
8,118131.739150574,118131.739150574,118131.739150574
9,131544.906544679,131544.906544679,131544.906544679
10,141682.168965756,141682.168965756,141682.168965756
