0,20000,20000,20000
1,37918.4034920466,37918.4034920466,37918.4034920466
2,65792.2783671849,65792.2783671849,65792.2783671849
3,101891.931404347,101891.931404347,101891.931404347
4,138940.503385699,138940.503385699,138940.503385699
5,168871.208666042,168871.208666042,168871.208666042
6,188787.889127236,188787.889127236,188787.889127236
7,200488.802510532,200488.802510532,200488.802510532
8,206880.512907653,206880.512907653,206880.512907653
9,210126.783170382,210126.783170382,210126.783170382
10,211521.78365466,211521.78365466,211521.78365466
