time,S,R,F,T,dose_u1
0,30000,10000,10000,40000,0
0.2,33662.7162539844,11328.4386879022,10910.2073237889,44991.1549418867,0
0.4,37697.8685906392,12807.1576562036,11890.3226237529,50505.0262468428,0
0.6,42161.1796620473,14461.1732206022,12949.6973024297,56622.3528826495,0
0.8,47092.0271527463,16309.7443558366,14094.5683526647,63401.7715085828,0
1,52523.6913806461,18370.4456114174,15330.1788584167,70894.1369920635,0.25
1.2,58294.0543509625,20689.1436410938,16672.7517749769,78983.1979920563,0.25
1.4,64494.1764655569,23241.0720804272,18109.367058299,87735.2485459842,0.25
1.6,71156.536718819,26057.9710337441,19650.7364853444,97214.5077525631,0.25
1.8,78290.5945447137,29163.333995901,21303.95679311,107453.928540615,0.25
2,85889.6305428933,32574.5618765325,23073.7585378755,118464.192419426,0.25
2.2,93990.9319822593,36350.0043285367,24979.8486374065,130340.936310796,0.25
2.4,102479.500714118,40438.9596003957,27001.7157818899,142918.460314514,0.25
2.6,111339.80209218,44866.5785810743,29147.7000357297,156206.380673254,0.25
2.8,120540.597992627,49654.17291257,31424.6590135168,170194.770905197,0.25
3,130028.55428624,54809.2207715781,33834.5077317647,184837.775057818,0.25
3.2,139763.440744072,60392.8640633556,36398.0578788412,200156.304807427,0.25
3.4,149626.454833167,66326.1407312224,39086.1532515895,215952.595564389,0.25
3.6,159544.62943127,72604.819250027,41896.8934955782,232149.448681297,0.25
3.8,169442.350191778,79248.2324535711,44836.107761322,248690.582645349,0.25
4,179233.918142493,86250.9398990301,47900.1745735475,265484.858041523,0.25
4.2,188787.415516055,93664.3621548137,51102.8267529125,282451.777670869,0.25
4.4,198060.350671396,101401.80352277,54410.4723920007,299462.154194166,0.25
4.6,206996.658875647,109434.660746587,57809.6724104489,316431.319622234,0.25
4.8,215491.759954392,117782.335829884,61300.3339003931,333274.095784276,0.25
5,223473.52306717,126437.819866004,64872.0562036295,349911.342933174,0.25
5.2,230780.936064186,135444.512897526,68522.2420979162,366225.448961712,0.25
5.4,237490.705904123,144729.770663807,72221.8137813955,382220.47656793,0.25
5.6,243597.532786096,154271.5574553,75955.2833375675,397869.090241396,0.25
5.8,249009.55715856,164091.015511635,79711.9771106493,413100.572670195,0.25
6,253697.012958204,174188.098983547,83476.5105396451,427885.111941751,0.25
6.2,257523.71594321,184611.255946986,87230.4965145265,442134.971890196,0.25
6.4,260647.078692948,195300.066893959,90959.782225271,455947.145586907,0.25
6.6,263101.24811497,206238.660468057,94652.308743328,469339.908583027,0.25
6.8,264821.795655447,217451.962160975,98290.7924246315,482273.757816422,0.25
7,265812.132387254,228942.989060987,101861.01826699,494755.121448241,0.25
7.2,265972.462069187,240760.546215296,105336.147463588,506733.008284483,0.25
7.4,265480.647588844,252842.068347638,108722.654771164,518322.715936482,0.25
7.6,264386.757315761,265168.949651492,112016.125569075,529555.706967254,0.25
7.8,262650.664769619,277760.448724295,115198.912618814,540411.113493915,0.25
8,260292.754771495,290611.580489732,118262.771193361,550904.335261227,0.25
8.2,257248.144760663,303754.518562179,121181.538780498,561002.663322842,0.25
8.4,253679.713265663,317120.933931979,123978.763039853,570800.647197642,0.25
8.6,249640.443353641,330684.345492567,126657.671583537,580324.788846208,0.25
8.8,245112.536340469,344447.251370268,129204.457544119,589559.787710736,0.25
9,240126.236318201,358390.358997538,131617.471747259,598516.595315739,0.25
9.2,234652.716404192,372514.10302467,133876.384418752,607166.819428862,0.25
9.4,228823.770795956,386756.821940762,136012.638871081,615580.592736718,0.25
9.6,222689.316523209,401086.982226356,138033.958394587,623776.298749565,0.25
9.8,216253.298152934,415485.068120025,139931.258937869,631738.366272959,0.25
10,209551.375263502,429919.942667618,141707.107166463,639471.31793112,0.25
10.2,202590.752026162,444354.905561985,143347.818448019,646945.657588147,0.25
10.4,195461.086896896,458754.637018487,144884.198301422,654215.723915384,0.25
10.6,188203.677309484,473090.626055735,146325.0444808,661294.303365219,0.25
10.8,180840.160029832,487324.065464742,147664.980526854,668164.225494574,0.25
11,173406.013948861,501419.78216454,148908.152372605,674825.796113402,0.25
11.2,165935.549430185,515311.818673881,150045.999520413,681247.368104065,0.25
11.4,158470.749805984,529005.520788435,151104.105556643,687476.270594419,0.25
11.6,151039.124734022,542483.749154349,152090.254600883,693522.873888371,0.25
11.8,143672.121051833,555697.042366425,153001.430351545,699369.163418258,0.25
12,136397.840755165,568616.04991987,153841.577939135,705013.890675035,0.25
12.2,129265.544923836,581159.482975082,154605.727218705,710425.027898917,0.25
12.4,122271.64547299,593376.402115932,155312.975391311,715648.047588922,0.25
12.6,115427.780412323,605265.403960237,155969.355527807,720693.18437256,0.25
12.8,108766.723543722,616776.469249968,156573.200860421,725543.19279369,0.25
13,102306.334949378,627891.203273869,157127.819300475,730197.538223247,0.25
13.2,96095.6356442926,638530.546693252,157630.011758002,734626.182337545,0.25
13.4,90098.078928472,648776.324409855,158093.35758484,738874.403338327,0.25
13.6,84311.4921326663,658641.753936097,158522.183007866,742953.246068763,0.25
13.8,78764.0283116322,668083.727986069,158915.558320641,746847.756297701,0.25
14,73462.4945464446,677096.638839655,159275.903126607,750559.1333861,0.25
