time,S,R,F,T,dose_u1
7,199535.240328086,248650.19374666,101830.301392624,448185.434074747,0.5
7.2,197617.474278064,264791.857398116,105306.204089785,462409.33167618,0.5
7.4,195013.584727696,281398.559250181,108693.57246156,476412.143977877,0.5
7.6,191786.808597782,298415.318742508,111987.977289914,490202.12734029,0.5
7.8,187909.180152339,315847.871847317,115171.767307674,503757.051999656,0.5
8,183419.460606035,333656.337111801,118236.685616011,517075.797717836,0.5
8.2,178281.170979879,351841.875876612,121156.562539508,530123.046856491,0.5
8.4,172674.983862055,370274.830513206,123954.923346405,542949.814375261,0.5
8.6,166674.041665507,388887.248524748,126634.984597268,555561.290190255,0.5
8.8,160293.242168452,407635.65128355,129182.931140311,567928.893452003,0.5
9,153590.526034056,426452.002628737,131597.090784666,580042.528662793,0.5
9.2,146594.925920628,445254.196456798,133857.14895234,591849.122377427,0.5
9.4,139427.627323168,463967.710196114,135994.529639237,603395.337519282,0.5
9.6,132150.623006817,482531.043073974,138016.951547782,614681.666080791,0.5
9.8,124808.2141067,500859.550654016,139915.323005955,625667.764760715,0.5
10,117455.879990578,518880.490716358,141692.10318774,636336.370706937,0.5
10.2,110164.052253001,536452.018164769,143333.808997449,646616.07041777,0.5
10.4,102971.584815694,553595.078988162,144871.142538052,656566.663803856,0.5
10.6,95913.0212882545,570279.932051581,146312.901964311,666192.953339836,0.5
10.8,89039.7578726959,586410.583126702,147653.705545069,675450.340999398,0.5
11,82387.9721546505,601937.118961157,148897.579953239,684325.091115808,0.5
11.2,76031.8791950643,616711.925173856,150036.202585025,692743.80436892,0.5
11.4,69938.5236155755,630849.392945361,151095.040516574,700787.916560936,0.5
11.6,64112.1486537331,644360.851825099,152081.880640182,708473.000478832,0.5
11.8,58593.4598360009,657167.444253102,152993.703491611,715760.904089103,0.5
12,53394.2876545204,669254.64905441,153834.608772638,722648.936708931,0.5
12.2,48565.819948843,680516.147336005,154600.101193124,729081.967284848,0.5
12.4,44037.0327101284,691115.929984332,155309.129520347,735152.96269446,0.5
12.6,39801.5946414216,701073.283387679,155966.051321052,740874.878029101,0.5
12.8,35878.7510620533,710348.552525885,156570.162742793,746227.303587938,0.5
13,32261.2388898342,718958.192440995,157125.023374925,751219.43133083,0.5
13.2,28971.4041171463,726851.494124836,157629.144961906,755822.898241982,0.5
13.4,25936.5812813651,734185.901101968,158095.158186431,760122.482383333,0.5
13.6,23156.5339375881,740961.339250645,158524.12592804,764117.873188233,0.5
13.8,20627.9144906511,747182.858238486,158917.32824508,767810.772729138,0.5
14,18336.0577202669,752879.828154461,159277.451054116,771215.885874728,0.5
14.2,16285.6430686838,758037.044299254,159604.281487535,774322.687367938,0.5
14.4,14420.3702555272,762777.187619499,159905.828081409,777197.557875026,0.5
14.6,12739.2112844628,767100.123259874,160182.392742392,779839.334544336,0.5
14.8,11232.0720999115,771025.339064559,160435.393318179,782257.41116447,0.5
15,9884.87159530673,774581.50400614,160666.706079955,784466.375601447,0.5
15.2,8695.31268994909,777769.211860856,160876.494643422,786464.524550805,0.5
15.4,7625.90265744588,780672.933068608,161069.741211815,788298.835726054,0.5
15.6,6674.4927545571,783295.153332014,161246.602069378,789969.646086571,0.5
15.8,5831.79012707851,785654.989523673,161408.172105832,791486.779650751,0.5
16,5087.07337242907,787775.227045721,161555.733221841,792862.30041815,0.5
16.2,4436.42237282978,789661.726588389,161689.543641158,794098.148961218,0.5
16.4,3857.51133516167,791367.445695262,161812.637148861,795224.957030423,0.5
16.6,3347.99825515604,792896.142160711,161925.151977423,796244.140415867,0.5
16.8,2901.27230344741,794262.314166123,162027.855654857,797163.58646957,0.5
17,2510.34861501197,795481.701748691,162121.590189837,797992.050363703,0.5
17.2,2171.92355874134,796560.32381504,162206.59027805,798732.247373781,0.5
17.4,1873.58692684553,797529.611349325,162284.699681402,799403.198276171,0.5
17.6,1613.46198434072,798393.094583117,162356.041518628,800006.556567458,0.5
17.8,1387.4437773531,799160.452487622,162421.128833539,800547.896264975,0.5
18,1191.38816166004,799841.715974684,162480.506411677,801033.104136345,0.5
18.2,1023.05124277351,800441.517772043,162534.358960943,801464.569014817,0.5
18.4,875.914739673477,800977.73700796,162583.804422793,801853.651747633,0.5
18.6,748.709111548405,801453.073599066,162628.944101219,802201.782710614,0.5
18.8,639.098567053022,801873.514958443,162670.112861842,802512.613525496,0.5
19,544.789540625961,802245.103074786,162707.659979868,802789.892615412,0.5
19.2,464.430586052543,802570.958759421,162741.721048066,803035.389345474,0.5
19.4,394.756289702995,802860.931759898,162772.973656967,803255.688049601,0.5
19.6,334.99796349743,803116.858178205,162801.49599022,803451.856141702,0.5
19.8,283.910323165087,803342.254609057,162827.50376807,803626.164932222,0.5
20,240.293779111113,803540.610924376,162851.219651243,803780.904703487,0.5
20.2,203.399313529493,803713.867061427,162872.739291774,803917.266374956,0.5
20.4,171.65831042182,803867.318398587,162892.473656918,804038.976709009,0.5
20.6,144.647041098329,804002.104691009,162910.479244422,804146.751732107,0.5
20.8,121.735244011759,804120.217090994,162926.894073783,804241.952335006,0.5
21,102.310867660721,804223.656873811,162941.863205916,804325.967741472,0.5
21.2,85.9966752972779,804313.528833748,162955.449783644,804399.525509045,0.5
21.4,72.0675631406509,804392.630184124,162967.903457049,804464.697747265,0.5
21.6,60.3025994170096,804461.639902361,162979.264583896,804521.942501778,0.5
21.8,50.3974354678284,804521.655799064,162989.621209405,804572.053234532,0.5
22,42.061358962657,804573.768457693,162999.065071307,804615.829816656,0.5
22.2,35.1089024500601,804618.604298371,163007.639000466,804653.713200822,0.5
22.4,29.2171403729297,804657.623952768,163015.494917638,804686.841093141,0.5
22.6,24.277419232825,804691.21614066,163022.660952217,804715.493559893,0.5
22.8,20.1491304614391,804719.974499095,163029.193103073,804740.123629556,0.5
23,16.6999208486168,804744.483743299,163035.149312432,804761.183664147,0.5
23.2,13.8431215811816,804765.089721942,163040.558243708,804778.932843523,0.5
23.4,11.4400215484791,804782.551586017,163045.512547093,804793.991607566,0.5
23.6,9.43994465238058,804797.085966552,163050.031459005,804806.525911205,0.5
23.8,7.78060512790722,804809.010437925,163054.150532625,804816.791043053,0.5
24,6.40416150045797,804818.635769623,163057.906335865,804825.039931123,0.5
24.2,5.27198315099844,804826.150510439,163061.317855045,804831.42249359,0.5
24.4,4.32657169798685,804831.949963808,163064.441729532,804836.276535506,0.5
24.6,3.54543134316056,804836.15322234,163067.29091563,804839.698653683,0.5
24.8,2.90207103880564,804838.930051935,163069.887962686,804841.832122974,0.5
25,2.37220299148705,804840.444025407,163072.255937821,804842.816228399,0.5
