time,S,R,F,T,dose_u1
0,30000,10000,10000,40000,0
0.2,33662.7162539844,11328.4386879022,10910.2073237889,44991.1549418867,0
0.4,37697.8685906392,12807.1576562036,11890.3226237529,50505.0262468428,0
0.6,42161.1796620473,14461.1732206022,12949.6973024297,56622.3528826495,0
0.8,47092.0271527463,16309.7443558366,14094.5683526647,63401.7715085828,0
1,52523.6913806461,18370.4456114174,15330.1788584167,70894.1369920635,0.25
1.2,58294.0543509625,20689.1436410938,16672.7517749769,78983.1979920563,0.25
1.4,64494.1764655569,23241.0720804272,18109.367058299,87735.2485459842,0.25
1.6,71156.536718819,26057.9710337441,19650.7364853444,97214.5077525631,0.25
1.8,78290.5945447137,29163.333995901,21303.95679311,107453.928540615,0.25
2,85889.6305428933,32574.5618765325,23073.7585378755,118464.192419426,0.5
2.2,93375.6937513659,36352.9715491734,24979.7295336182,129728.665300539,0.5
2.4,101110.785988834,40452.5893044588,27001.4530006778,141563.375293293,0.5
2.6,109061.850850522,44903.2810005618,29147.4144348555,153965.131851084,0.5
2.8,117181.791315886,49731.8435124245,31424.3571619387,166913.634828311,0.5
3,125409.260178895,54952.4886240312,33834.1890728218,180361.748802927,0.5
3.2,133671.563822557,60638.6307156912,36396.9071670932,194310.194538248,0.5
3.4,141889.260653987,66714.8649732706,39083.6249710643,208604.125627257,0.5
3.6,149991.195752354,73192.8312094744,41894.1405085866,223184.026961828,0.5
3.8,157895.911314142,80104.7646503384,44833.2396632839,238000.67596448,0.5
4,165525.928229557,87459.4942273896,47897.1905129834,252985.422456947,0.5
4.2,172736.213849525,95343.9768465728,51099.6894295217,268080.190696098,0.5
4.4,179533.003722696,103666.710704914,54407.1638710666,283199.71442761,0.5
4.6,185880.336696609,112407.925207895,57806.2513922851,298288.261904504,0.5
4.8,191676.966656241,121615.260579651,61296.8264258884,313292.227235892,0.5
5,196865.054524009,131300.136517029,64868.333714242,328165.191041037,0.5
5.2,201287.861034003,141556.227105071,68518.4588889379,342844.088139073,0.5
5.4,205053.533519901,152285.505346456,72217.9840894767,357339.038866357,0.5
5.6,208171.696761918,163467.040897623,75951.4212934334,371638.737659541,0.5
5.8,210557.178188694,175152.733605895,79708.0987736677,385709.911794588,0.5
6,212190.600413623,187354.372734105,83472.6323945884,399544.973147728,0.5
6.2,212942.361919173,200169.505265004,87226.6377522203,413111.867184176,0.5
6.4,212982.742585502,213487.431999334,90955.9580667193,426470.174584836,0.5
6.6,212354.824332626,227279.894681088,94648.5331496498,439634.719013715,0.5
6.8,211002.754209358,241591.926038605,98287.0800686752,452594.680247963,0.5
7,208939.278316442,256422.066320766,101857.382963539,465361.344637208,0.5
7.2,206079.358289275,271844.952061504,105332.603755939,477924.310350779,0.5
7.4,202606.043059856,287730.975543016,108719.213018073,490337.018602872,0.5
7.6,198579.872427181,304033.460348378,112012.794401594,502613.332775559,0.5
7.8,193979.466416836,320766.425732298,115195.700190478,514745.892149133,0.5
8,188841.940292328,337897.316801838,118259.684216983,526739.257094166,0.5
8.2,183137.972546217,355437.917547473,121178.583120247,538575.89009369,0.5
8.4,177027.497166557,373257.648916009,123975.941911213,550285.146082566,0.5
8.6,170576.351917867,391291.587724644,126654.986894481,561867.939642511,0.5
8.8,163799.895894117,409503.475396395,129201.910221972,573303.371290511,0.5
9,156750.81392957,427828.311264221,131615.048353326,584579.125193791,0.5
9.2,149458.369338346,446192.688167197,133874.097251755,595651.057505543,0.5
9.4,142028.53700554,464512.394091974,136010.485637133,606540.931097514,0.5
9.6,134517.6182788,482724.299769976,138031.936254732,617241.918048776,0.5
9.8,126968.672185757,500747.693354708,139929.364147004,627716.365540464,0.5
10,119433.359474243,518508.855854816,141705.232720299,637942.215329059,0.5
10.2,111980.824191647,535869.89373302,143346.068260358,647850.717924667,0.5
10.4,104642.514774064,552839.54950438,144882.567267703,657482.064278443,0.5
10.6,97450.2728272514,569384.170055137,146323.527546879,666834.442882389,0.5
10.8,90454.8289668211,585408.435212023,147663.571980037,675863.264178844,0.5
11,83691.340822028,600858.651086761,148906.846379877,684549.991908789,0.5
11.2,77232.4863562575,615588.82812046,150044.78932778,692821.314476717,0.5
11.4,71043.0408159643,629703.02893253,151102.985778457,700746.069748494,0.5
11.6,65126.3532051364,643208.994665948,152089.220194207,708335.347871084,0.5
11.8,59523.1913007036,656026.902784269,153000.475882829,715550.094084972,0.5
12,54244.9816527165,668139.39039812,153840.851641147,722384.372050836,0.5
12.2,49343.2640394999,679438.583828655,154605.854506123,728781.847868155,0.5
12.4,44745.6516348957,690083.567245548,155314.424272299,734829.218880443,0.5
12.6,40445.591191162,700091.786178057,155970.919653546,740537.377369219,0.5
12.8,36462.5447801948,709422.295314736,156574.635922513,745884.840094931,0.5
13,32789.1196183712,718089.893027088,157129.13080537,750879.01264546,0.5
13.2,29448.0226914675,726042.368092436,157632.911301893,755490.390783904,0.5
13.4,26365.5598240134,733435.866924627,158098.606369321,759801.42674864,0.5
13.6,23541.4748667563,740269.646891719,158527.28657881,763811.121758475,0.5
13.8,20972.4654138764,746547.914065559,158920.224345606,767520.379479436,0.5
14,18643.7025684554,752299.46019044,159280.103742894,770943.162758895,0.5
