time,S,R,F,T,dose_u1
0,30000,10000,10000,40000,0
0.2,33662.7162539844,11328.4386879022,10910.2073237889,44991.1549418867,0
0.4,37697.8685906392,12807.1576562036,11890.3226237529,50505.0262468428,0
0.6,42161.1796620473,14461.1732206022,12949.6973024297,56622.3528826495,0
0.8,47092.0271527463,16309.7443558366,14094.5683526647,63401.7715085828,0
1,52523.6913806461,18370.4456114174,15330.1788584167,70894.1369920635,1.5
1.2,57575.0266466222,20690.7871335854,16672.6787890426,78265.8137802076,1.5
1.4,62810.6076862749,23249.7786807192,18109.2259485712,86060.3863669941,1.5
1.6,68209.1805845152,26083.274274983,19650.5824573166,94292.4548594982,1.5
1.8,73733.8141642649,29219.9997874543,21303.7393901199,102953.813951719,1.5
2,79338.0390591413,32684.9984187831,23073.4778593383,112023.037477924,0
2.2,87694.0116054897,36537.3689157853,24979.2699284222,124231.380521275,0
2.4,96618.7429349254,40712.967903281,27000.7832241794,137331.710838206,0
2.6,106132.242110927,45236.1443379899,29146.6942735586,151368.386448917,0
2.8,116235.199521436,50123.8203243945,31423.5945409577,166359.019845831,0
3,126896.836947181,55377.457430937,33833.4023261072,182274.294378118,0
3.2,138146.702253096,61048.0063421005,36397.263150643,199194.708595197,0
3.4,149815.107111767,67047.0713458353,39085.9441783672,216862.178457602,0
3.6,161832.815374551,73355.680012236,41896.7335954659,235188.495386787,0
3.8,174148.395572859,79976.1674559474,44835.9382281013,254124.563028807,0
4,186673.505051961,86883.9240661959,47899.9964285122,273557.429118157,0
4.2,199315.542905886,94088.6655534861,51102.6420944258,293404.208459372,0
4.4,211947.609164861,101500.077863031,54410.2816690864,313447.687027892,0
4.6,224480.248053071,109074.52358016,57809.4761189115,333554.771633231,0
4.8,236810.686702069,116794.611465275,61300.132659366,353605.298167344,0
5,248845.337967539,124627.426637354,64872.1215971018,373472.764604893,0
5.2,260422.128715049,132549.602222289,68522.3085579086,392971.730937338,0
5.4,271552.517905677,140514.708560206,72221.8810578037,412067.226465883,0
5.6,282202.77184915,148495.783277792,75955.3511821584,430698.555126942,0
5.8,292274.389100564,156472.777843311,79712.0452413061,448747.166943875,0
6,301721.417226589,164427.42889321,83476.5786667792,466148.846119799,0
6.2,310408.634514077,172341.891047009,87230.5643010155,482750.525561087,0
6.4,318464.277684897,180215.181429627,90959.8494037338,498679.459114524,0
6.6,325911.075100863,188042.014109631,94652.3750685147,513953.089210494,0
6.8,332685.334255738,195813.672556942,98290.8576387929,528499.006812681,0
7,338787.69770989,203529.042847579,101861.082127452,542316.740557469,0
7.2,344127.625031998,211183.62519089,105336.209714875,555311.250222888,0
7.4,348869.385852147,218792.960171216,108722.71523131,567662.346023362,0
7.6,353057.192693951,226360.316927702,112016.184086483,579417.509621653,0
7.8,356653.312461528,233884.121346111,115198.969050266,590537.43380764,0
8,359675.795031122,241368.119592354,118262.82542095,601043.914623476,0
8.2,362064.397190554,248812.936222522,121181.590701222,610877.333413076,0
8.4,363966.545093054,256230.422329928,123978.812597236,620196.967422982,0
8.6,365425.245416481,263623.021935133,126657.718744078,629048.267351614,0
8.8,366416.586138541,270989.823624041,129204.502291539,637406.409762583,0
9,366960.238770339,278332.523337078,131617.514085862,645292.762107418,0
9.2,367014.573955197,285650.163525514,133876.424377311,652664.737480711,0
9.4,366697.224323767,292948.677611729,136012.67648968,659645.901935496,0
9.6,366043.965062049,300228.209527882,138033.993722833,666272.17458993,0
9.8,365039.575418026,307486.189460598,139931.292041199,672525.764878624,0
10,363701.678119307,314721.808482148,141707.187269379,678423.486601455,0
10.2,362002.641118625,321931.04468905,143347.893240773,683933.685807674,0
10.4,360032.051675711,329117.932563252,144884.268002166,689149.984238964,0
10.6,357818.311406327,336281.724456158,146325.109305533,694100.035862486,0
10.8,355352.836090202,343418.342170338,147665.040719716,698771.17826054,0
11,352650.839277393,350525.854398442,148908.265404354,703176.693675835,0
11.2,349695.985634282,357597.870204084,150046.104260731,707293.855838367,0
11.4,346553.650611503,364639.505152847,151104.20247167,711193.15576435,0
11.6,343245.540195188,371650.260076788,152090.344127083,714895.800271977,0
11.8,339768.08382055,378625.12425448,153001.512959195,718393.208075029,0
12,336133.964676452,385561.984304914,153841.807626061,721695.948981366,0
12.2,332335.484572196,392452.864144168,154605.938959402,724788.348716365,0
12.4,328417.652919695,399304.922586939,155313.170367122,727722.575506635,0
12.6,324396.267161353,406118.288074734,155969.534816446,730514.555236087,0
12.8,320271.279457636,412887.350123342,156573.365596013,733158.629580979,0
13,316052.834611734,419610.116767205,157127.970565485,735662.951378939,0
13.2,311739.445886225,426277.433818423,157630.150726739,738016.879704647,0
13.4,307359.667497402,432898.458638729,158093.485141912,740258.12613613,0
13.6,302924.349295501,439473.937115821,158522.299948743,742398.286411322,0
13.8,298435.799724423,445997.78056827,158915.665471333,744433.580292693,0
14,293901.778784966,452468.1495765,159275.97382844,746369.928361466,0
14.2,289325.285273358,458874.867304011,159601.338540664,748200.152577369,0
14.4,284722.072129683,465228.8347296,159900.924127065,749950.906859283,0
14.6,280099.073739949,471531.324789609,160177.68888961,751630.398529558,0
14.8,275460.143136503,477775.827594772,160431.102926592,753235.970731275,0
