time,S,R,F,T,dose_u1
14.4,10590.9728543065,768874.818139341,159913.738628763,779465.790993647,0
14.6,10337.1952682463,772779.194540344,160189.413805388,783116.389808591,0
14.8,10081.7190855141,776109.938949352,160441.826864211,786191.658034866,0
15,9826.1866895322,778954.66411456,160672.62570858,788780.850804092,1.5
15.2,7670.52328876606,781256.465368953,160883.048561688,788926.988657719,1.5
15.4,5957.44654483285,783563.16726982,161075.957268755,789520.613814652,1.5
15.6,4612.91651058098,785793.718631787,161252.262302691,790406.635142368,1.5
15.8,3562.41861566801,787891.56792668,161413.304215729,791453.986542348,1.5
16,2742.34245285878,789823.164421827,161560.421391461,792565.506874686,0
16.2,2669.78865529696,791823.927585245,161692.91463473,794493.716240542,0
16.4,2598.06668533894,793525.676364094,161814.647107879,796123.743049433,0
16.6,2527.29992183708,794985.675160661,161926.891574589,797512.975082498,0
16.8,2457.73403011938,796220.434090824,162029.464397246,798678.168120944,0
17,2389.50462883556,797266.718531689,162123.092065801,799656.223160525,1.5
17.2,1806.68175224352,797825.254056356,162208.343372473,799631.9358086,1.5
17.4,1358.76642357563,798402.011942202,162286.348386932,799760.778365778,1.5
17.6,1019.07449423293,798968.740576691,162357.535426436,799987.815070924,1.5
17.8,762.574807840582,799505.84979051,162422.47850681,800268.42459835,1.5
18,568.888676675543,800001.840178834,162481.738697039,800570.728855509,0
18.2,552.978018245478,800825.643553275,162535.044802737,801378.62157152,0
18.4,537.4029781998,801521.238094068,162583.978985503,802058.641072268,0
18.6,522.155640421733,802113.77801301,162629.064460226,802635.933653432,0
18.8,507.275967596956,802610.846469279,162670.232648289,803118.122436876,0
19,492.770999140456,803028.484834869,162707.783243495,803521.255834009,1.5
19.2,361.399987321009,802959.872481608,162741.963218287,803321.272468929,1.5
19.4,263.580927253047,802935.06033318,162773.208491437,803198.641260433,1.5
19.6,191.757797737445,802939.028320591,162801.705467304,803130.786118329,1.5
19.8,139.234090530628,802961.734683156,162827.690096363,803100.968773687,1.5
20,100.790652584893,802994.323543867,162851.39007039,803095.114196451,0
20.2,97.9259749281823,803471.881771089,162872.698682108,803569.807746017,0
20.4,95.1292133410733,803870.174207873,162892.252847577,803965.303421214,0
20.6,92.3972486170265,804205.167403245,162910.263510076,804297.564651862,0
20.8,89.7366146392388,804481.939668914,162926.70411231,804571.676283553,0
21,87.1474870095481,804710.68417526,162941.69564283,804797.831662269,1.5
21.2,62.0263130444389,804423.182781083,162955.341489584,804485.209094128,1.5
21.4,43.8896231243298,804196.453004682,162967.809331202,804240.342627806,1.5
21.6,30.9875567840758,804018.375564028,162979.177573448,804049.363120812,1.5
21.8,21.842684078966,803877.962892,162989.541601754,803899.805576079,1.5
22,15.3496876618039,803766.401828448,162998.992654838,803781.751516109,0
22.2,14.9117107786547,804167.099028649,163007.488477708,804182.010739428,0
22.4,14.4843523343926,804497.495470798,163015.283712591,804511.979823132,0
22.6,14.0670871793313,804772.049955651,163022.462749196,804786.11704283,0
22.8,13.6608979887276,804995.553786897,163029.015135721,805009.214684885,0
23,13.2657802951855,805177.259469596,163034.989300087,805190.525249891,1.5
23.2,9.16386306454281,804800.29820414,163040.42778153,804809.462067204,1.5
23.4,6.29188338719983,804495.152471432,163045.395442769,804501.44435482,1.5
23.6,4.31162778247247,804248.829848989,163049.92402885,804253.141476772,1.5
23.8,2.94726792281254,804049.066876675,163054.053187645,804052.014144598,1.5
24,2.01090671455584,803886.39853738,163057.817659441,803888.409444094,0
24.2,1.95351266041278,804288.538501681,163061.201376616,804290.492014342,0
24.4,1.8975073738746,804618.20449556,163064.30589156,804620.102002934,0
24.6,1.84282329841511,804890.445517481,163067.16486041,804892.28834078,0
24.8,1.78959003564902,805110.340431588,163069.774142139,805112.130021624,0
25,1.73780777554994,805287.532466859,163072.153054684,805289.270274635,0
