0,30000,30000,30000
1,46868.3762306264,46868.3762306264,46868.3762306264
2,71046.4606122407,71046.4606122407,71046.4606122407
3,103250.183632212,103250.183632212,103250.183632212
4,142150.405239908,142150.405239908,142150.405239908
5,183904.682728288,183904.682728288,183904.682728288
6,223363.472962819,223363.472962819,223363.472962819
7,256382.403230691,256382.403230691,256382.403230691
8,281300.13969946,281300.13969946,281300.13969946
9,298671.801924991,298671.801924991,298671.801924991
10,310122.248530164,310122.248530164,310122.248530164
