0,30000,30000,30000
1,49067.4611018802,49067.4611018802,49067.4611018802
2,77441.7801609601,77441.7801609601,77441.7801609601
3,116213.795785972,116213.795785972,116213.795785972
4,163498.885494271,163498.885494271,163498.885494271
5,213820.200873046,213820.200873046,213820.200873046
6,260208.277402116,260208.277402116,260208.277402116
7,297661.255782722,297661.255782722,297661.255782722
8,324803.823300125,324803.823300125,324803.823300125
9,342973.202757725,342973.202757725,342973.202757725
10,354500.937833447,354500.937833447,354500.937833447
