0,10000,10000,10000
1,16368.047296325,16368.047296325,16368.047296325
2,25913.712958136,25913.712958136,25913.712958136
3,39159.3468568936,39159.3468568936,39159.3468568936
4,55743.785702866,55743.785702866,55743.785702866
5,74083.8160621667,74083.8160621667,74083.8160621667
6,91824.8797759785,91824.8797759785,91824.8797759785
7,106927.772424429,106927.772424429,106927.772424429
8,118462.174229099,118462.174229099,118462.174229099
9,126567.505508653,126567.505508653,126567.505508653
10,131937.274425201,131937.274425201,131937.274425201
