0,20000,20000,20000
1,31234.9982153314,31234.9982153314,31234.9982153314
2,47281.2171542069,47281.2171542069,47281.2171542069
3,68495.3892442127,68495.3892442127,68495.3892442127
4,93794.132217542,93794.132217542,93794.132217542
5,120442.070871465,120442.070871465,120442.070871465
6,145029.895819732,145029.895819732,145029.895819732
7,165064.1565175,165064.1565175,165064.1565175
8,179785.092780756,179785.092780756,179785.092780756
9,189793.652151477,189793.652151477,189793.652151477
10,196244.299155429,196244.299155429,196244.299155429
