0,10000,10000,10000
1,15612.2262793344,15612.2262793344,15612.2262793344
2,23599.5407003735,23599.5407003735,23599.5407003735
3,34081.2095199272,34081.2095199272,34081.2095199272
4,46424.9069594724,46424.9069594724,46424.9069594724
5,59192.1461670372,59192.1461670372,59192.1461670372
6,70708.5707479138,70708.5707479138,70708.5707479138
7,79863.8274463139,79863.8274463139,79863.8274463139
8,86430.0516894232,86430.0516894232,86430.0516894232
9,90796.313807715,90796.313807715,90796.313807715
10,93555.1333608994,93555.1333608994,93555.1333608994
