time,S,R,F,T,dose_u1
5.2,87067.9948739769,139989.470482604,93386.3108035916,227057.465356581,0
5.4,86918.6131871449,154588.002608932,95387.1685540359,241506.615796076,0
5.6,86347.2305821493,170371.439397793,97177.9380370986,256718.669979942,0
5.8,85302.0371233676,187443.638142798,98764.1539402736,272745.675266165,0
6,83742.8544986005,205853.608797266,100161.884658546,289596.463295866,0
6.2,81534.3698958772,225855.374513762,101367.505426188,307389.74440964,0
6.4,78750.9391888566,247180.688921843,102434.025769596,325931.6281107,0
6.6,75355.072903424,269834.618679404,103374.159756911,345189.691582828,0
6.8,71258.5419031218,293915.577884555,104192.499010697,365174.119787676,0
7,66412.0006135276,319421.509500971,104902.388347341,385833.510114499,0
7.2,60677.6537483046,346481.982004498,105508.378286099,407159.635752803,0
7.4,54165.3445437667,374793.273165699,106039.469278661,428958.617709465,0
7.6,46794.044645799,404380.646970152,106499.763364955,451174.691615951,0
7.8,38512.0650217168,435206.998370858,106896.594767232,473719.063392575,0
8,29292.4582252631,467192.44726685,107238.211502986,496484.905492113,0
8.2,19065.2314811064,500297.178045101,107529.953021203,519362.409526207,0
8.4,7912.265463492,534311.839121685,107782.761917511,542224.104585177,0
8.6,-4208.13667946697,569169.030280095,108000.063954902,564960.893600628,0
8.8,-17295.3405176447,604754.997396956,108186.57405483,587459.656879312,0
9,-31336.340391577,640949.065701421,108346.550265595,609612.725309844,0
9.2,-46364.4795371299,677658.184881151,108482.623717773,631293.705344021,0
9.4,-62253.820224463,714709.285446147,108600.313002556,652455.465221684,0
9.6,-79013.2841108533,752010.169589724,108701.242688016,672996.885478871,0
9.8,-96610.3929354579,789454.586134881,108787.680864216,692844.193199423,0
10,-115005.379319584,826944.090214457,108861.65136852,711938.710894873,0
10.2,-134265.753906801,864376.709573404,108923.715731093,730110.955666604,0
10.4,-154187.610754314,901689.803347817,108977.567495148,747502.192593503,0
10.6,-174724.338765086,938817.084605214,109024.252773175,764092.745840128,0
10.8,-195880.600583304,975689.468179126,109064.237685448,779808.867595822,0
11,-217618.503702643,1012260.12591956,109098.435399378,794641.62221692,0
11.2,-239989.612013438,1048443.96935235,109127.013812112,808454.357338908,0
11.4,-262839.898462415,1084294.3506368,109151.755189767,821454.452174389,0
11.6,-286113.716420103,1119808.40574051,109173.295192213,833694.689320408,0
11.8,-309826.041465701,1154942.42943439,109191.75454508,845116.387968691,0
12,-333955.963213528,1189694.27344473,109207.542430317,855738.310231205,0
12.2,-358551.415037427,1224022.19377125,109220.725274321,865470.778733827,0
12.4,-383508.568031924,1258026.8682185,109232.135424946,874518.300186574,0
12.6,-408794.244708822,1291735.1565621,109242.067168525,882940.911853278,0
12.8,-434431.182414783,1325136.41237924,109250.576806157,890705.229964458,0
13,-460416.245590848,1358256.34708577,109257.853673844,897840.101494919,0
13.2,-486808.295028107,1391097.93266107,109263.928840756,904289.637632961,0
13.4,-513532.348139153,1423753.51628393,109269.186503947,910221.168144777,0
13.6,-540571.054254782,1456257.39947943,109273.76250835,915686.34522465,0
13.8,-567960.151806645,1488626.24749061,109277.682929785,920666.095683964,0
14,-595711.000105136,1520897.85252129,109281.035146057,925186.852416155,0
14.2,-623901.257792774,1553114.2660154,109283.83356583,929213.008222626,0
14.4,-652462.516547421,1585331.00611696,109286.25529417,932868.489569541,0
14.6,-681385.772023389,1617577.89148472,109288.362953727,936192.11946133,0
14.8,-710721.803613071,1649893.68208653,109290.168583488,939171.878473455,0
15,-740492.678327134,1682320.26764175,109291.712458914,941827.589314612,0
15.2,-770799.586754011,1714934.34708578,109293.001236367,944134.760331773,0
15.4,-801564.778591501,1747745.55345844,109294.11650726,946180.774866938,0
15.6,-832782.485835956,1780775.23923883,109295.08712187,947992.753402877,0
15.8,-864520.439029166,1814082.13494088,109295.918630458,949561.695911714,0
16,-896809.608810073,1847710.32088419,109296.62958699,950900.712074114,0
16.2,-929779.84029093,1881770.64985345,109297.223061053,951990.809562517,0
16.4,-963333.68524072,1916226.51665182,109297.736630902,952892.831411103,0
16.6,-997466.036359005,1951090.96881078,109298.183584073,953624.932451779,0
16.8,-1032264.92151549,1986443.8048091,109298.566477671,954178.883293613,0
17,-1067770.79786585,2022333.01271576,109298.893856867,954562.214849911,0
17.2,-1104149.82020548,2058907.63591285,109299.167136056,954757.815707367,0
17.4,-1141277.28052586,2096086.22184639,109299.403620288,954808.941320528,0
17.6,-1179148.06841835,2133875.41923562,109299.609428582,954727.350817273,0
17.8,-1217876.37887024,2172380.44222199,109299.78573868,954504.06335175,0
18,-1257515.20459952,2211657.28982942,109299.936485662,954142.085229892,0
18.2,-1298279.25615243,2251902.61723928,109300.062321002,953623.361086845,0
18.4,-1340009.2263559,2292989.70894078,109300.171213327,952980.482584885,0
18.6,-1382700.88891252,2334921.55282473,109300.265980323,952220.663912208,0
18.8,-1426504.52347571,2377837.21260349,109300.347164355,951332.689127779,0
19,-1471491.85165251,2421807.34380825,109300.41657744,950315.49215573,0
19.2,-1517946.23811853,2467093.33234468,109300.474519598,949147.094226151,0
19.4,-1565664.54284142,2513519.15352862,109300.52466012,947854.610687205,0
19.6,-1614646.1870497,2561087.91882538,109300.56829646,946441.731775676,0
19.8,-1665094.44351956,2609987.3906469,109300.605678366,944892.947127337,0
20,-1717111.14409551,2660313.77619037,109300.637640211,943202.632094867,0
20.2,-1771082.62467588,2712423.27289297,109300.664320151,941340.648217088,0
20.4,-1826748.76327499,2766081.48974109,109300.687407754,939332.726466104,0
20.6,-1884118.84381096,2821297.93661649,109300.707500445,937179.092805535,0
20.8,-1943479.29182863,2878335.65133986,109300.724713227,934856.359511234,0
21,-2004982.0601387,2937334.46465788,109300.739426711,932352.404519185,0
21.2,-2069181.82715145,2998802.99785813,109300.75171219,929621.170706679,0
21.4,-2135740.65776012,3062431.43047629,109300.762343481,926690.772716163,0
21.6,-2204691.89748735,3128248.38283121,109300.771595684,923556.485343865,0
21.8,-2276463.04837935,3196642.86737142,109300.779521757,920179.818992076,0
22,-2351301.0824195,3267837.79393021,109300.786296962,916536.711510703,0
22.2,-2430051.3115026,3342600.89634954,109300.791954129,912549.58484694,0
22.4,-2512271.03954686,3420523.54705739,109300.796849581,908252.507510523,0
22.6,-2598053.14944455,3501683.8206176,109300.801109996,903630.671173046,0
22.8,-2688089.75454099,3586703.55751756,109300.804759761,898613.802976564,0
23,-2782824.38206457,3675976.04364287,109300.807879578,893151.661578299,0
23.2,-2883670.09195824,3770767.12976202,109300.810484565,887097.037803783,0
23.4,-2990047.41126857,3870539.83454675,109300.812738802,880492.423278174,0
23.6,-3102210.25150508,3975506.58267613,109300.814700619,873296.331171046,0
23.8,-3221420.68779285,4086781.95772213,109300.816381246,865361.269929284,0
24,-3348595.57455655,4205163.1048384,109300.817817846,856567.530281851,0
24.2,-3486448.21282963,4333034.7179496,109300.819017379,846586.505119963,0
24.4,-3634280.76341721,4469739.54766082,109300.8200554,835458.784243609,0
24.6,-3792863.19236455,4615915.70398955,109300.820958769,823052.511624999,0
24.8,-3964966.58546154,4773953.00429993,109300.821732657,808986.418838393,0
25,-4152895.53132859,4945805.16624737,109300.822393851,792909.634918782,0
