time,S,R,F,T,dose_u1
5.4,610148.484175038,75214.949346725,95318.660859211,685363.433521763,1.25
5.6,614025.557082006,77484.0494085329,97115.4887447767,691509.606490539,1.25
5.8,616063.491050597,79728.6912814524,98709.0138336334,695792.18233205,1.25
6,616385.61243792,81959.3077401674,100113.862603042,698344.920178088,1
6.2,627779.918359381,84774.9699545036,101322.354263826,712554.888313885,1
6.4,637127.483322541,87534.76871699,102389.649330547,724662.252039531,1
6.6,644616.623097107,90248.7156737313,103334.758745434,734865.338770838,1
6.8,650169.666513539,92921.6791375348,104158.270815734,743091.345651074,1
7,653908.052330622,95565.1592786145,104872.943825595,749473.211609236,0.75
7.2,675847.047342092,98663.4631718186,105478.215962954,774510.510513911,0.75
7.4,695420.152873467,101587.120205385,106007.116890188,797007.273078852,0.75
7.6,712783.061824251,104350.803756347,106471.23395768,817133.865580598,0.75
7.8,727789.146588664,106948.010442017,106872.046466778,834737.157030681,0.75
8,740541.572877187,109391.060940407,107217.164879723,849932.633817594,0.5
8.2,770410.117544522,111996.09397071,107507.219498247,882406.211515231,0.5
8.4,797588.562731031,114279.264035878,107759.367916673,911867.82676691,0.5
8.6,822238.584799363,116269.764760918,107979.659453607,938508.34956028,0.5
8.8,844185.501427274,117956.477933821,108169.088233171,962141.979361096,0.5
9,863549.746584761,119361.10661576,108331.583587918,982910.853200521,0.75
9.2,855499.909044991,120114.816956614,108467.655898054,975614.726001605,0.75
9.4,847684.243088905,120946.864981868,108585.656468055,968631.108070773,0.75
9.6,840057.550100012,121851.637884993,108688.534798706,961909.187985004,0.75
9.8,832605.883107078,122834.972816831,108776.821394762,955440.855923909,0.75
10,825299.028589772,123896.242460592,108852.421906638,949195.271050364,0.5
10.2,844415.804661882,125471.52039062,108915.621461662,969887.325052502,0.5
10.4,861330.589424345,126799.349718815,108970.365058114,988129.93914316,0.5
10.6,876292.700931607,127912.547108894,109018.046920096,1004205.2480405,0.5
10.8,889269.868943012,128812.341943353,109058.927415369,1018082.21088636,0.5
11,900434.880964764,129521.857808542,109093.896667919,1029956.73877331,0.25
11.2,920560.514782525,130294.465361461,109123.114972493,1050854.98014399,0.25
11.4,938467.110753743,130799.65187192,109148.410578773,1069266.76262566,0.25
11.6,954427.999096046,131076.513757484,109170.43328137,1085504.51285353,0.25
11.8,968432.935162689,131129.744729456,109189.306452643,1099562.67989215,0.25
12,980673.174587541,130986.557109752,109205.444471845,1111659.73169729,0
12.2,992204.122387758,130724.031688976,109218.923586607,1122928.15407673,0
12.4,1002380.97547826,130317.704703819,109230.590222002,1132698.68018208,0
12.6,1011407.73835678,129792.466926151,109240.745257201,1141200.20528293,0
12.8,1019311.02549974,129154.34463389,109249.446246579,1148465.37013363,0
13,1026227.17283444,128420.199811923,109256.884961902,1154647.37264637,0
13.2,1032175.40590375,127595.660472141,109263.097033389,1159771.06637589,0
13.4,1037460.4538625,126711.922649753,109268.473189988,1164172.37651225,0
13.6,1042190.94863877,125780.693029875,109273.152333457,1167971.64166865,0
13.8,1046387.23210433,124805.864427956,109277.161124676,1171193.09653229,0
14,1050119.92020193,123795.408417969,109280.588074079,1173915.3286199,0
14.2,1053403.10870232,122753.211549398,109283.44969913,1176156.32025172,0
14.4,1056380.82620788,121691.538609218,109285.92612719,1178072.3648171,0
14.6,1059104.33825138,120615.191375591,109288.081394361,1179719.52962697,0
14.8,1061583.89437665,119526.450496196,109289.927810997,1181110.34487284,0
15,1063852.26170952,118428.772521972,109291.50617735,1182281.0342315,0
15.2,1065916.00634861,117324.784785634,109292.824122799,1183240.79113424,0
15.4,1067840.53275884,116218.271191317,109293.964635348,1184058.80395015,0
15.6,1069648.97100566,115110.933153988,109294.957218022,1184759.90415964,0
15.8,1071345.64496331,114004.227722628,109295.807546583,1185349.87268594,0
16,1072945.21217053,112899.614424018,109296.534594802,1185844.82659455,0
16.2,1074449.63356516,111799.043358743,109297.141501661,1186248.6769239,0
16.4,1075886.0020578,110703.028568605,109297.663247387,1186589.0306264,0
16.6,1077262.7186872,109612.359616199,109298.111135255,1186875.0783034,0
16.8,1078587.49568391,108527.666587838,109298.495603944,1187115.16227175,0
17,1079866.90425436,107449.461520587,109298.825632658,1187316.36577495,0
17.2,1081106.20741166,106378.220176584,109299.108559726,1187484.42758824,0
17.4,1082310.80378396,105314.170632843,109299.351785229,1187624.9744168,0
17.6,1083484.37958625,104257.634856717,109299.560579006,1187742.01444297,0
17.8,1084630.35343051,103208.826841649,109299.739807703,1187839.18027216,0
18,1085751.64151606,102167.910934585,109299.893657463,1187919.55245064,0
18.2,1086850.54579241,101135.079761228,109300.025549419,1187985.62555363,0
18.4,1087929.5459964,100110.295695131,109300.138933446,1188039.84169153,0
18.6,1088990.25350748,99093.6868494146,109300.236266287,1188083.94035689,0
18.8,1090034.1996132,98085.2968723996,109300.319816703,1188119.4964856,0
19,1091062.69643157,97085.1483583146,109300.391536195,1188147.84478988,0
19.2,1092076.74901949,96093.3170942437,109300.453019625,1188170.06611373,0
19.4,1093077.55505159,95109.6615673944,109300.505875245,1188187.21661899,0
19.6,1094065.81916654,94134.2301747036,109300.551248326,1188200.04934125,0
19.8,1095042.24700735,93166.9983654803,109300.590196501,1188209.24537284,0
20,1096007.44925431,92207.9323953682,109300.623629505,1188215.38164968,0
20.2,1096961.86546387,91257.060178081,109300.652290812,1188218.92564195,0
20.4,1097906.59382971,90313.8231924771,109300.677092999,1188220.41702219,0
20.6,1098842.42134604,89377.8097143307,109300.698677861,1188220.23106037,0
20.8,1099768.74886476,88449.7185129358,109300.717168939,1188218.46737769,0
21,1100685.79668649,87529.5753816993,109300.732978962,1188215.37206818,0
21.2,1101592.40307572,86618.6184649025,109300.746176271,1188211.02154062,0
21.4,1102490.80628941,85715.0410603434,109300.757596617,1188205.84734976,0
21.6,1103381.57142612,84818.4349653784,109300.767535521,1188200.0063915,0
21.8,1104264.08093908,83929.4645260086,109300.776049868,1188193.54546509,0
22,1105138.42414388,83048.1451571038,109300.783329703,1188186.56930098,0
22.2,1106003.45991061,82175.6582875188,109300.789406494,1188179.11819813,0
22.4,1106861.10393956,81310.2600644464,109300.794665071,1188171.36400401,0
22.6,1107711.81644066,80451.5543470563,109300.799241506,1188163.37078772,0
22.8,1108554.987648,79600.1749826467,109300.803161995,1188155.16263064,0
23,1109390.65102455,78756.1330679035,109300.806514043,1188146.78409245,0
23.2,1110217.70218501,77920.5575308592,109300.809312143,1188138.25971586,0
23.4,1111037.87722136,77091.7742007808,109300.811733489,1188129.65142215,0
23.6,1111851.58196094,76269.4019566408,109300.813840739,1188120.98391758,0
23.8,1112658.22492752,75454.0464911308,109300.815645954,1188112.27141865,0
24,1113457.81586046,74645.7170313666,109300.817189427,1188103.53289183,0
24.2,1114249.29277253,73845.4930576894,109300.81847783,1188094.78583022,0
24.4,1115034.27513472,73051.7708024331,109300.819592755,1188086.04593715,0
24.6,1115813.13641286,72264.1848884801,109300.820563052,1188077.32130134,0
24.8,1116585.30724088,71483.3145197719,109300.821394275,1188068.62176065,0
25,1117350.78736051,70709.1680415966,109300.822104977,1188059.95540211,0
