0,15000,15000,15000
1,42955.6050754502,42955.6050754502,42955.6050754502
2,116630.420711567,116630.420711567,116630.420711567
3,280496.27418166,280496.27418166,280496.27418166
4,540785.845542916,540785.845542916,540785.845542916
5,794867.098799147,794867.098799147,794867.098799147
6,949079.067133449,949079.067133449,949079.067133449
7,1017492.18031572,1017492.18031572,1017492.18031572
8,1043586.45654411,1043586.45654411,1043586.45654411
9,1052956.53535087,1052956.53535087,1052956.53535087
10,1056247.81886875,1056247.81886875,1056247.81886875
