0,7500,7500,7500
1,10315.9031103324,10315.9031103324,10315.9031103324
2,13882.1725287494,13882.1725287494,13882.1725287494
3,17795.7115843743,17795.7115843743,17795.7115843743
4,21080.6930380033,21080.6930380033,21080.6930380033
5,23033.432506137,23033.432506137,23033.432506137
6,23903.7730552208,23903.7730552208,23903.7730552208
7,24233.6688251085,24233.6688251085,24233.6688251085
8,24350.3356270634,24350.3356270634,24350.3356270634
9,24390.5422740573,24390.5422740573,24390.5422740573
10,24404.2743154002,24404.2743154002,24404.2743154002
