0,7500,7500,7500
1,21571.857084425,21571.857084425,21571.857084425
2,59988.0500471387,59988.0500471387,59988.0500471387
3,154791.842475266,154791.842475266,154791.842475266
4,342992.040827014,342992.040827014,342992.040827014
5,598126.399502283,598126.399502283,598126.399502283
6,811969.308740921,811969.308740921,811969.308740921
7,930465.022817015,930465.022817015,930465.022817015
8,981647.125110111,981647.125110111,981647.125110111
9,1001350.37353724,1001350.37353724,1001350.37353724
10,1008597.65286029,1008597.65286029,1008597.65286029
