0,22500,22500,22500
1,31029.8300469794,31029.8300469794,31029.8300469794
2,42356.3381209571,42356.3381209571,42356.3381209571
3,56516.0804613208,56516.0804613208,56516.0804613208
4,71994.7593683724,71994.7593683724,71994.7593683724
5,85266.5469077241,85266.5469077241,85266.5469077241
6,93576.4110369543,93576.4110369543,93576.4110369543
7,97536.199164465,97536.199164465,97536.199164465
8,99138.2377487512,99138.2377487512,99138.2377487512
9,99739.4675153131,99739.4675153131,99739.4675153131
10,99958.5417902461,99958.5417902461,99958.5417902461
