time,S,R,F,T
9,222581.245652374,445617.235057982,131632.123295067,668198.480710355
9.2,221337.872677691,454473.3582622,133908.751351438,675811.230939892
9.4,219853.83602885,463151.00514413,136051.664788929,683004.841172981
9.6,218142.955910345,471645.539031632,138064.449258548,689788.494941977
9.8,216229.154377344,479960.619336074,139951.736025751,696189.773713418
10,214128.578913188,488092.257247977,141719.78982064,702220.836161165
10.2,211856.682794195,496041.108634161,143372.461794692,707897.791428356
10.4,209428.010896794,503817.884690354,144907.62232614,713245.895587148
10.6,206857.404233078,511412.924580989,146337.221504961,718270.328814067
10.8,204158.897467955,518824.044881014,147668.928246312,722982.942348968
11,201346.029718093,526048.68859012,148911.306374847,727394.718308213
11.2,198434.35644056,533110.108830247,150056.187994919,731544.465270807
11.4,195436.089733196,540001.499826723,151116.284011886,735437.589559919
11.6,192363.905233138,546725.679670392,152098.47005334,739089.58490353
11.8,189230.140718168,553286.736611377,153009.410109063,742516.877329545
12,186031.198259119,559695.487376781,153847.736405234,745726.685635899
12.2,182777.728485469,565954.31211621,154615.931724314,748732.040601679
12.4,179490.555104856,572062.293860398,155322.97987285,751552.848965254
12.6,176181.598494155,578022.592521378,155973.814426114,754204.191015533
12.8,172862.779030242,583838.368011184,156573.368959378,756701.147041426
13,169546.017089994,589512.780241847,157126.577047914,759058.797331841
13.2,166235.725052585,595049.197637397,157636.576229251,761284.922689982
13.4,162890.464776568,600452.261981804,158095.535834909,763342.726758372
13.6,159554.602361442,605724.232104999,158516.150995865,765278.834466441
13.8,156236.317250903,610868.371812153,158902.460394044,767104.689063056
14,152943.788888647,615887.944908436,159258.502711374,768831.733797083
14.2,149685.196718368,620786.215199021,159588.316629781,770471.411917389
14.4,146468.720183763,625566.446489077,159895.94083119,772035.16667284
14.6,143263.687478676,630226.488164589,160171.72987557,773490.175643265
14.8,140077.599829489,634769.509512461,160419.483564285,774847.10934195
15,136929.524411051,639200.291682624,160647.075437637,776129.816093675
15.2,133824.121948088,643521.608101702,160857.304820268,777345.73004979
15.4,130766.053165326,647736.232196318,161052.971036821,778502.285361644
15.6,127759.978787492,651846.937393093,161236.873411936,779606.916180585
15.8,124802.483000568,655855.588195755,161408.04556622,780658.071196323
16,121868.049055355,659761.561898264,161555.216510408,781629.610953619
16.2,118980.744795647,663569.815978535,161690.234181295,782550.560774182
16.4,116142.777687422,667282.847776725,161814.75406621,783425.625464147
16.6,113356.355196658,670903.154632989,161930.431652481,784259.509829647
16.8,110623.684789335,674433.233887481,162038.92242744,785056.918676816
17,107946.97393143,677875.582880359,162141.881878413,785822.556811789
17.2,105309.480067646,681231.291684484,162231.457649608,786540.771752131
17.4,102716.950262695,684503.120497845,162311.081160368,787220.070760541
17.6,100174.677068962,687693.795765417,162383.955786394,787868.472834379
17.8,97683.3694246471,690805.703543621,162450.985154804,788489.072968268
18,95243.7362679527,693841.229888879,162513.072892715,789084.966156831
18.2,92856.4865370796,696802.760857611,162571.122627242,789659.247394691
18.4,90517.4846552835,699698.493669323,162625.833197611,790215.978324607
18.6,88217.4048831729,702536.166869247,162675.87962001,790753.57175242
18.8,85965.0278723561,705302.472049872,162720.883786005,791267.499922228
19,83760.3536228329,707997.409211199,162760.845695596,791757.762834032
19.2,81603.3821346033,710620.978353228,162795.765348782,792224.360487831
19.4,79494.1134076674,713173.179475958,162825.642745564,792667.292883626
19.6,77432.5474420252,715654.012579391,162850.477885942,793086.560021416
19.8,75418.6842376766,718063.477663526,162870.270769915,793482.161901202
20,73442.1567329975,720438.738144171,162893.826124199,793880.894877169
20.2,71508.9499311624,722758.339228287,162916.060896406,794267.289159449
20.4,69620.5454739566,725016.969587383,162935.716730845,794637.515061339
20.6,67776.9433613801,727214.62922146,162952.793627513,794991.57258284
20.8,65978.143593433,729351.318130519,162967.291586413,795329.461723952
21,64224.1461701152,731427.036314558,162979.210607543,795651.182484673
21.2,62514.9510914267,733441.783773579,162988.550690904,795956.734865005
21.4,60843.469450153,735410.934978338,162997.554429449,796254.404428491
21.6,59203.5049871856,737347.928418237,163008.18202474,796551.433405423
21.8,57603.9474554932,739233.483935853,163017.621181913,796837.431391347
22,56044.7968550757,741067.601531185,163025.871900969,797112.398386261
22.2,54526.0531859333,742850.281204234,163032.934181907,797376.334390167
22.4,53047.7164480658,744581.522954999,163038.808024727,797629.239403064
22.6,51609.7866414732,746261.32678348,163043.49342943,797871.113424953
22.8,50212.2637661557,747889.692689677,163046.990396014,798101.956455832
23,48834.5439761798,749500.776805075,163051.984112075,798335.320781255
23.2,47491.3833867836,751070.117103803,163056.551493071,798561.500490586
23.4,46183.5285974869,752596.475906669,163060.595238735,798780.004504155
23.6,44910.9796082896,754079.853213673,163064.115349064,798990.832821963
23.8,43673.7364191918,755520.249024817,163067.111824061,799193.985444008
24,42471.7990301935,756917.663340098,163069.584663724,799389.462370292
24.2,41305.1674412946,758272.096159519,163071.533868053,799577.263600814
24.4,40167.2747783997,759593.771858142,163073.61839471,799761.046636541
24.6,39054.9063791385,760887.235541223,163076.024002499,799942.141920361
24.8,37972.8416310742,762144.720685913,163078.174376946,800117.562316987
25,36920.6215173241,763366.73144544,163080.05296376,800287.352962764
