time,S,R,F,T
10,382517.875755598,293446.045545352,141734.262530466,675963.92130095
10.2,381028.958936643,300381.625416395,143397.097428323,681410.584353038
10.4,379244.955056268,307316.327686639,144940.625733723,686561.282742908
10.6,377175.381142329,314243.162891937,146382.214908413,691418.544034266
10.8,374840.158573867,321161.306168508,147723.944165925,696001.464742375
11,372260.275937975,328070.564975628,148966.324554584,700330.840913603
11.2,369454.323403219,334969.325704459,150113.391380697,704423.649107678
11.4,366436.915202011,341854.937472195,151171.502965908,708291.852674206
11.6,363213.658217158,348722.399486752,152152.280344958,711936.057703911
11.8,359808.647376107,355571.534264738,153056.542565443,715380.181640844
12,356238.485777078,362400.209794536,153889.485916821,718638.695571614
12.2,352519.776518293,369206.294064533,154656.306688552,721726.070582826
12.4,348652.964105493,375987.447046264,155360.803419518,724640.411151757
12.6,344654.762909478,382741.538160577,156008.18202448,727396.301070055
12.8,340542.677816911,389466.447004986,156603.716799401,730009.124821897
13,336330.897220868,396160.010482288,157152.395156914,732490.907703156
13.2,332028.062421048,402820.591376692,157657.142967379,734848.65379774
13.4,327631.736463783,409447.602724695,158116.768938155,737079.339188478
13.6,323163.189584474,416038.21004879,158538.892403915,739201.399633264
13.8,318633.99930854,422590.49777001,158927.530464791,741224.497078549
14,314055.743161395,429102.550309388,159286.700220917,743158.293470784
14.2,309407.706946421,435575.480071312,159606.922125447,744983.187017732
14.4,304711.065685126,442006.471522999,159896.224647634,746717.537208125
14.6,299982.230511284,448393.155839739,160160.645142384,748375.386351023
14.8,295230.808266759,454733.802232863,160403.377043003,749964.610499622
15,290466.405793411,461026.679913705,160627.613782795,751493.085707117
15.2,285698.629933103,467270.058093598,160836.548795064,752968.688026701
15.4,280937.087527696,473462.205983876,161033.375513116,754399.293511571
15.6,276161.860055324,479603.49367137,161209.37745211,755765.353726693
15.8,271368.262576536,485693.207298262,161361.983037775,757061.469874798
16,266584.564601867,491728.288134807,161501.91383612,758312.852736674
16.2,261817.512994023,497707.208893984,161631.209624291,759524.721888007
16.4,257073.854615709,503628.442288773,161751.910179437,760702.296904482
16.6,252360.33632963,509490.461032155,161866.055278705,761850.797361785
16.8,247683.70499849,515291.737837108,161975.684699244,762975.442835599
17,243038.018075497,521031.821021529,162078.122658998,764069.839097026
17.2,238393.647379274,526712.266592087,162161.891468143,765105.913971361
17.4,233783.955880317,532329.2911744,162238.921815772,766113.247054718
17.6,229213.05798014,537881.590619351,162310.275220226,767094.64859949
17.8,224685.068080253,543367.860777818,162377.013199845,768052.928858072
18,220204.100582172,548786.797500684,162440.19727297,768990.898082856
18.2,215774.269887408,554137.096638829,162500.888957941,769911.366526236
18.4,211399.690397474,559417.454043133,162560.1497731,770817.144440606
18.6,207046.328207332,564633.163657837,162607.13884058,771679.491865169
18.8,202741.326980779,569778.938215401,162650.10288375,772520.265196181
19,198487.259046264,574853.740282137,162689.62228912,773340.999328401
19.2,194286.439488232,579856.576917025,162726.19718223,774143.016405258
19.4,190141.183391131,584786.455179047,162760.327688621,774927.638570178
19.6,186053.805839407,589642.382127181,162792.513933835,775696.187966588
19.8,182026.621917508,594423.364820408,162823.256043411,776449.986737916
20,178046.03087168,599134.661586831,162849.542746798,777180.692458511
20.2,174116.661268795,603774.37081816,162872.384576405,777891.032086954
20.4,170244.705941564,608339.976508884,162893.137177284,778584.682450449
20.6,166431.398485121,612830.910494907,162912.062073822,779262.308980028
20.8,162677.972494595,617246.604612131,162929.420790407,779924.577106726
21,158985.661565118,621586.490696458,162945.474851425,780572.152261576
21.2,155355.69929182,625850.000583792,162960.485781263,781205.699875612
21.4,151781.45523787,630042.024099608,162973.634798204,781823.479337479
21.6,148258.387091502,634166.001817286,162984.389972651,782424.388908788
21.8,144794.998551011,638216.319796277,162994.011545282,783011.318347287
22,141391.900323216,642192.842184804,163002.675472413,783584.74250802
22.2,138049.703114936,646095.433131092,163010.557710361,784145.136246029
22.4,134769.017632992,649923.956783364,163017.83421544,784692.974416357
22.6,131550.454584203,653678.277289844,163024.680943967,785228.731874047
22.8,128394.624675389,657358.258798754,163031.273852259,785752.883474143
23,125302.138613369,660963.765458319,163037.78889663,786265.904071688
23.2,122261.713947501,664503.964738298,163042.858820029,786765.678685799
23.4,119275.550788355,667977.477489313,163046.86581409,787253.028277668
23.6,116348.254213073,671381.043297287,163050.504130266,787729.29751036
23.8,113479.831518911,674714.998322456,163053.871428617,788194.829841368
24,110670.290003124,677979.678725058,163057.065369202,788649.968728182
24.2,107919.636962967,681175.420665327,163060.183612081,789095.057628294
24.4,105227.879695698,684302.5603035,163063.323817314,789530.439999198
24.6,102595.025498571,687361.433799813,163066.583644961,789956.459298384
24.8,100021.081668843,690352.377314502,163070.06075508,790373.458983345
25,97499.6927321153,693281.285547488,163073.025377454,790780.978279603
