0,10000,10000,10000
1,19714.1128699586,19714.1128699586,19714.1128699586
2,35492.0284398415,35492.0284398415,35492.0284398415
3,56003.5775611368,56003.5775611368,56003.5775611368
4,76140.5870067228,76140.5870067228,76140.5870067228
5,91136.9694441996,91136.9694441996,91136.9694441996
6,100165.122778847,100165.122778847,100165.122778847
7,104921.52728686,104921.52728686,104921.52728686
8,107252.232265671,107252.232265671,107252.232265671
9,108353.703697009,108353.703697009,108353.703697009
10,108865.351886141,108865.351886141,108865.351886141
