0,7500,7500,7500
1,16136.7320722465,16136.7320722465,16136.7320722465
2,34542.2001608614,34542.2001608614,34542.2001608614
3,72749.9826189083,72749.9826189083,72749.9826189083
4,146646.149740152,146646.149740152,146646.149740152
5,270669.250558446,270669.250558446,270669.250558446
6,439036.731349736,439036.731349736,439036.731349736
7,619081.301544498,619081.301544498,619081.301544498
8,777076.461256959,777076.461256959,777076.461256959
9,900962.616649769,900962.616649769,900962.616649769
10,995056.319965619,995056.319965619,995056.319965619
