0,15000,15000,15000
1,32251.523635035,32251.523635035,32251.523635035
2,68769.1548077021,68769.1548077021,68769.1548077021
3,143020.092760352,143020.092760352,143020.092760352
4,279299.475483694,279299.475483694,279299.475483694
5,484597.247588663,484597.247588663,484597.247588663
6,718230.060976446,718230.060976446,718230.060976446
7,917641.618611768,917641.618611768,917641.618611768
8,1056245.56960555,1056245.56960555,1056245.56960555
9,1144583.52327928,1144583.52327928,1144583.52327928
10,1201361.96332178,1201361.96332178,1201361.96332178
