0,10000,10000,10000
1,19714.1472440931,19714.1472440931,19714.1472440931
2,35492.0699486384,35492.0699486384,35492.0699486384
3,56003.6287402422,56003.6287402422,56003.6287402422
4,76140.6471284853,76140.6471284853,76140.6471284853
5,91136.9599526917,91136.9599526917,91136.9599526917
6,100165.143732387,100165.143732387,100165.143732387
7,104921.678882016,104921.678882016,104921.678882016
8,107252.246557978,107252.246557978,107252.246557978
9,108353.710637242,108353.710637242,108353.710637242
10,108865.351852352,108865.351852352,108865.351852352
