0,15000,15000,15000
1,27246.1717983041,27246.1717983041,27246.1717983041
2,47878.6453168681,47878.6453168681,47878.6453168681
3,79345.2461269617,79345.2461269617,79345.2461269617
4,119617.656787875,119617.656787875,119617.656787875
5,157762.010793886,157762.010793886,157762.010793886
6,178427.056654713,178427.056654713,178427.056654713
7,176237.07040553,176237.07040553,176237.07040553
8,158694.609916172,158694.609916172,158694.609916172
9,135548.125756249,135548.125756249,135548.125756249
10,112613.138429552,112613.138429552,112613.138429552
