0,22500,22500,22500
1,41073.9003256071,41073.9003256071,41073.9003256071
2,72564.2055873209,72564.2055873209,72564.2055873209
3,120258.387553559,120258.387553559,120258.387553559
4,179407.797466028,179407.797466028,179407.797466028
5,234070.464208124,234070.464208124,234070.464208124
6,269210.890422177,269210.890422177,269210.890422177
7,283237.307681136,283237.307681136,283237.307681136
8,283222.771802774,283222.771802774,283222.771802774
9,276078.560576819,276078.560576819,276078.560576819
10,265918.601147758,265918.601147758,265918.601147758
