0,7500,7500,7500
1,13615.4972335699,13615.4972335699,13615.4972335699
2,23850.518225705,23850.518225705,23850.518225705
3,39130.3206657925,39130.3206657925,39130.3206657925
4,57589.914880305,57589.914880305,57589.914880305
5,72782.1332717031,72782.1332717031,72782.1332717031
6,77994.7374766676,77994.7374766676,77994.7374766676
7,73278.753027541,73278.753027541,73278.753027541
8,63524.7236169836,63524.7236169836,63524.7236169836
9,52829.3149930073,52829.3149930073,52829.3149930073
10,43070.8863155173,43070.8863155173,43070.8863155173
