0,10000,10000,10000
1,19714.166851417,19714.166851417,19714.166851417
2,35492.0334461639,35492.0334461639,35492.0334461639
3,56003.5953792222,56003.5953792222,56003.5953792222
4,76140.6196748486,76140.6196748486,76140.6196748486
5,91137.0143431732,91137.0143431732,91137.0143431732
6,100165.148045615,100165.148045615,100165.148045615
7,104921.546529941,104921.546529941,104921.546529941
8,107252.234296916,107252.234296916,107252.234296916
9,108353.603357174,108353.603357174,108353.603357174
10,108865.351249866,108865.351249866,108865.351249866
