0,22500,22500,22500
1,40892.0489883283,40892.0489883283,40892.0489883283
2,72087.3676462104,72087.3676462104,72087.3676462104
3,120704.634454193,120704.634454193,120704.634454193
4,186752.327256201,186752.327256201,186752.327256201
5,259095.627865466,259095.627865466,259095.627865466
6,315495.287239967,315495.287239967,315495.287239967
7,337828.052192678,337828.052192678,337828.052192678
8,326558.958028712,326558.958028712,326558.958028712
9,294800.13957224,294800.13957224,294800.13957224
10,255344.770861784,255344.770861784,255344.770861784
