0,15000,15000,15000
1,43003.6692861856,43003.6692861856,43003.6692861856
2,107753.479928854,107753.479928854,107753.479928854
3,233730.635805605,233730.635805605,233730.635805605
4,424502.241209911,424502.241209911,424502.241209911
5,634445.226451983,634445.226451983,634445.226451983
6,802085.028365079,802085.028365079,802085.028365079
7,907298.835721062,907298.835721062,907298.835721062
8,965616.205185095,965616.205185095,965616.205185095
9,997447.261590323,997447.261590323,997447.261590323
10,1016122.72536704,1016122.72536704,1016122.72536704
