0,7500,7500,7500
1,15776.2246653782,15776.2246653782,15776.2246653782
2,32321.7716685093,32321.7716685093,32321.7716685093
3,63233.0382021652,63233.0382021652,63233.0382021652
4,114744.765997581,114744.765997581,114744.765997581
5,186966.207149522,186966.207149522,186966.207149522
6,267964.183921872,267964.183921872,267964.183921872
7,339560.224905378,339560.224905378,339560.224905378
8,390986.294365488,390986.294365488,390986.294365488
9,422765.500000257,422765.500000257,422765.500000257
10,440630.752525039,440630.752525039,440630.752525039
