0,22500,22500,22500
1,47246.7565165339,47246.7565165339,47246.7565165339
2,96210.569884155,96210.569884155,96210.569884155
3,185123.250658186,185123.250658186,185123.250658186
4,324356.033758733,324356.033758733,324356.033758733
5,499328.396299121,499328.396299121,499328.396299121
6,667744.213834655,667744.213834655,667744.213834655
7,793238.326889669,793238.326889669,793238.326889669
8,870119.83873696,870119.83873696,870119.83873696
9,911730.049189309,911730.049189309,911730.049189309
10,932752.576918921,932752.576918921,932752.576918921
