0,10000,10000,10000
1,19714.1662529031,19714.1662529031,19714.1662529031
2,35492.0681107017,35492.0681107017,35492.0681107017
3,56003.6231748426,56003.6231748426,56003.6231748426
4,76140.593969715,76140.593969715,76140.593969715
5,91136.9882772816,91136.9882772816,91136.9882772816
6,100164.897023728,100164.897023728,100164.897023728
7,104921.568770528,104921.568770528,104921.568770528
8,107252.231662919,107252.231662919,107252.231662919
9,108353.759452211,108353.759452211,108353.759452211
10,108865.351187535,108865.351187535,108865.351187535
