0,10000,10000,10000
1,19714.132877165,19714.132877165,19714.132877165
2,35492.0622301423,35492.0622301423,35492.0622301423
3,56003.6397396146,56003.6397396146,56003.6397396146
4,76140.5729823161,76140.5729823161,76140.5729823161
5,91137.0150527848,91137.0150527848,91137.0150527848
6,100165.151672579,100165.151672579,100165.151672579
7,104921.566816452,104921.566816452,104921.566816452
8,107252.175021948,107252.175021948,107252.175021948
9,108353.71244663,108353.71244663,108353.71244663
10,108865.351797739,108865.351797739,108865.351797739
