0,15000,15000,15000
1,27524.1340651061,27524.1340651061,27524.1340651061
2,49362.7149585468,49362.7149585468,49362.7149585468
3,84895.1444025045,84895.1444025045,84895.1444025045
4,136226.599911155,136226.599911155,136226.599911155
5,198210.442867114,198210.442867114,198210.442867114
6,257957.409954553,257957.409954553,257957.409954553
7,303806.266786792,303806.266786792,303806.266786792
8,333038.718506626,333038.718506626,333038.718506626
9,349490.49354288,349490.49354288,349490.49354288
10,358096.418222881,358096.418222881,358096.418222881
