time,S,R,F,T
6,950497.695858135,44244.113103301,100224.20681234,994741.808961437
6.2,976132.828141463,44623.0296245497,101441.805008739,1020755.85776601
6.4,998658.872226555,44872.5794934166,102503.231816477,1043531.45171997
6.6,1018523.20175493,45011.8078171898,103427.15153831,1063535.00957212
6.8,1035959.33657612,45054.4962199917,104231.573888474,1081013.83279612
7,1051132.62727048,45011.2724931942,104931.395690449,1096143.89976368
7.2,1064387.78500208,44893.47653882,105534.777857867,1109281.2615409
7.4,1075904.68352595,44714.0003122131,106060.413346064,1120618.68383816
7.6,1085889.62749876,44481.5714936556,106516.446312223,1130371.19899242
7.8,1094515.04485052,44200.7871704243,106903.11666447,1138715.83202094
8,1102020.48080731,43884.4280490787,107236.324378361,1145904.90885639
8.2,1108543.74866135,43537.1357950313,107523.102674764,1152080.88445638
8.4,1114196.75619613,43161.8211343456,107769.417922319,1157358.57733047
8.6,1119195.09623643,42768.3227604097,107985.506493346,1161963.41899684
8.8,1123544.92888234,42356.7700855529,108171.968471492,1165901.69896789
9,1127284.78424584,41928.6309952947,108330.931615525,1169213.41524113
9.2,1130576.86659779,41490.4871992243,108470.360380717,1172067.35379701
9.4,1133428.95464502,41042.1144259151,108589.557949055,1174471.06907093
9.6,1135903.6247166,40585.7924448502,108691.19136359,1176489.41716145
9.8,1138092.70684035,40125.1378072089,108779.723463875,1178217.84464756
10,1139952.13596241,39657.5535250721,108852.520749322,1179609.68948749
10.2,1141572.83771392,39186.6154222847,108913.78602299,1180759.45313621
10.4,1143024.87509738,38714.9453229436,108966.665546412,1181739.82042032
10.6,1144364.47165351,38244.5322045725,109013.604712293,1182609.00385808
10.8,1145576.62418414,37774.7639713751,109054.095685972,1183351.38815551
11,1146607.14006068,37303.5973995351,109086.005747245,1183910.73746022
11.2,1147560.53794102,36834.7851180168,109113.782717455,1184395.32305904
11.4,1148470.28257246,36369.4849938471,109138.928356446,1184839.76756631
11.6,1149369.83870232,35908.8548940528,109162.944424059,1185278.69359637
11.8,1150135.82122624,35447.9376829093,109180.771942818,1185583.75890915
12,1150856.94449715,34990.0452077427,109196.223660722,1185846.9897049
12.2,1151551.8891923,34535.7589586928,109210.182947483,1186087.64815099
12.4,1152235.97864833,34085.5295354549,109223.392741508,1186321.50818378
12.6,1152885.5707317,33638.3470685412,109234.852650929,1186523.91780025
12.8,1153483.02322372,33193.4265719487,109243.830722402,1186676.44979567
13,1154059.08490211,32751.7968080691,109251.760034556,1186810.88171017
13.2,1154619.61673879,32313.5537166378,109258.960175924,1186933.17045543
13.4,1155168.59255015,31878.7431065104,109265.653661094,1187047.33565666
13.6,1155684.50713271,31446.7339553781,109270.752381944,1187131.24108809
13.8,1156184.14261515,31017.9123153623,109275.137703563,1187202.05493051
14,1156670.04362862,30592.2860300783,109278.958624266,1187262.32965869
14.2,1157144.75480424,30169.8629431413,109282.364142366,1187314.61774738
14.4,1157623.83250351,29750.8372257999,109286.168836359,1187374.66972931
14.6,1158099.14465951,29335.1526308693,109289.917078623,1187434.29729038
14.8,1158562.59463487,28922.7092606049,109293.184138674,1187485.30389547
15,1159014.18242959,28513.5071150066,109295.970016513,1187527.68954459
15.2,1159453.90804367,28107.5461940745,109298.274712139,1187561.45423774
15.4,1159881.77147711,27704.8264978085,109300.098225554,1187586.59797492
15.6,1160297.77272992,27305.3480262088,109301.440556756,1187603.12075612
15.8,1160701.91180208,26909.1107792751,109302.301705745,1187611.02258136
16,1161094.18869361,26516.1147570077,109302.681672522,1187610.30345061
16.2,1161474.60340449,26126.3599594064,109302.580457087,1187600.9633639
16.4,1161843.15593474,25739.8463864713,109301.99805944,1187583.00232121
16.6,1162231.2881184,25356.2628635011,109302.618576469,1187587.5509819
16.8,1162617.17976875,24975.8253413235,109303.273268829,1187593.00511007
17,1162997.27910237,24598.5689713593,109303.771894837,1187595.84807373
17.2,1163371.58611927,24224.4937536085,109304.114454494,1187596.07987288
17.4,1163740.10081945,23853.5996880712,109304.300947799,1187593.70050752
17.6,1164102.8232029,23485.8867747473,109304.331374751,1187588.70997764
17.8,1164459.75326962,23121.3550136368,109304.205735353,1187581.10828326
18,1164810.89101962,22760.0044047398,109303.924029602,1187570.89542436
18.2,1165156.23645289,22401.8349480563,109303.4862575,1187558.07140095
18.4,1165495.78956944,22046.8466435861,109302.892419045,1187542.63621302
18.6,1165831.57222285,21694.8915153301,109302.248763165,1187526.46373818
18.8,1166175.52190986,21345.0958783598,109302.182608376,1187520.61778822
19,1166516.33622323,20998.2869364927,109302.100010277,1187514.62315972
19.2,1166854.01516293,20654.4646897289,109302.000968866,1187508.47985266
19.4,1167188.55872899,20313.6291380684,109301.885484145,1187502.18786706
19.6,1167519.96692139,19975.7802815111,109301.753556112,1187495.74720291
19.8,1167848.23974015,19640.9181200571,109301.605184768,1187489.1578602
20,1168173.37718524,19309.0426537064,109301.440370113,1187482.41983895
20.2,1168495.37925669,18980.153882459,109301.259112147,1187475.53313915
20.4,1168814.24595448,18654.2518063148,109301.06141087,1187468.4977608
20.6,1169129.97727862,18331.3364252738,109300.847266281,1187461.3137039
20.8,1169443.97769712,18010.8646954027,109300.674953964,1187454.84239252
21,1169757.49387341,17692.3545886235,109300.596201714,1187449.84846203
21.2,1170068.52205685,17376.5808642197,109300.527867921,1187445.10292107
21.4,1170377.06224744,17063.5435221915,109300.469952584,1187440.60576963
21.6,1170683.11444518,16753.2425625388,109300.422455703,1187436.35700772
21.8,1170986.67865007,16445.6779852617,109300.385377278,1187432.35663534
22,1171287.75486212,16140.84979036,109300.35871731,1187428.60465248
22.2,1171586.34308132,15838.7579778339,109300.342475798,1187425.10105915
22.4,1171882.44330767,15539.4025476833,109300.336652742,1187421.84585535
22.6,1172176.05554117,15242.7834999082,109300.341248143,1187418.83904108
22.8,1172467.17978182,14948.9008345086,109300.356262,1187416.08061633
23,1172756.11320269,14657.1917121729,109300.372647907,1187413.30491486
23.2,1173042.82594591,14367.7039196755,109300.390896567,1187410.52986559
23.4,1173327.1810854,14080.6932605536,109300.415007686,1187407.87434595
23.6,1173609.18869599,13796.138831242,109300.444587616,1187405.32752723
23.8,1173888.85885252,13514.0197281757,109300.479242711,1187402.8785807
24,1174166.20162985,13234.3150477895,109300.518579323,1187400.51667764
24.2,1174441.22710282,12957.0038865183,109300.562203805,1187398.23098934
24.4,1174713.94534627,12682.065340797,109300.609722511,1187396.01068707
24.6,1174984.36643505,12409.4785070605,109300.660741793,1187393.84494211
24.8,1175252.50044401,12139.2224817436,109300.714868003,1187391.72292575
25,1175518.35744798,11871.2763612812,109300.771707496,1187389.63380926
