time,S,R,F,T
0,15000,15000,10000,30000
0.2,18775.6094227378,16950.400186787,11522.6335066155,35726.0096095248
0.4,23318.3625120152,19131.5784098805,13238.4066717098,42449.9409218957
0.6,28780.3650066652,21573.0790533955,15168.1245902698,50353.4440600607
0.8,35325.3252915431,24301.4943113024,17327.1097339158,59626.8196028455
1,43125.3680424919,27343.0386926388,19728.230300301,70468.4067351307
1.2,52367.5667644891,30723.7283857065,22381.2889317151,83091.2951501956
1.4,63264.2033865761,34468.0695208102,25288.4387378105,97732.2729073863
1.6,76022.9549463551,38598.8283712961,28449.7273677744,114621.783317651
1.8,90867.4843328716,43135.8000984918,31856.9934068042,134003.284431363
2,108012.702718272,48090.2304218847,35490.1067693922,156102.933140157
2.2,127643.753695817,53465.2973614104,39324.0969280762,181109.051057227
2.4,149934.524445502,59257.7866510119,43326.7285347557,209192.311096514
2.6,175034.194534485,65463.1083270428,47469.0327349865,240497.302861528
2.8,202944.189555427,72034.8690651935,51691.6560022265,274979.058620621
3,233801.10310045,78965.4376897544,55964.0766696853,312766.540790205
3.2,267296.175670513,86154.9141335198,60217.6426154364,353451.089804033
3.4,303504.449939951,93579.8234321943,64411.602405641,397084.273372146
3.6,341890.373394634,101119.139220943,68495.2629297044,443009.512615576
3.8,382247.209266243,108701.628765522,72419.3586692707,490948.838031765
4,424048.672339452,116222.941011217,76151.0362606543,540271.613350669
4.2,466694.914187865,123569.26119694,79659.0765857298,590264.175384806
4.4,509741.990240099,130650.334742292,82912.0600326652,640392.324982391
4.6,552408.601600194,137358.671960625,85914.5080627249,689767.273560819
4.8,594078.546323212,143595.980024149,88653.5477466963,737674.526347361
5,634378.983120716,149326.462566522,91136.0471151191,783705.445687238
5.2,672677.520680582,154476.395560444,93374.3851684211,827153.916241026
5.4,708758.205794641,159036.548061711,95377.4117864197,867794.753856353
5.6,742331.524077805,162998.330941343,97165.603556343,905329.855019148
5.8,773259.289860939,166370.610371745,98755.0384325596,939629.900232685
6,801571.500747782,169184.071557252,100158.38662821,970755.572305033
6.2,827304.799261647,171478.535423316,101396.212351693,998783.334684963
6.4,850541.823285469,173282.600360535,102478.204128134,1023824.423646
6.6,871509.791433477,174658.800495889,103421.706578593,1046168.59192937
6.8,890244.506111587,175627.226098505,104239.94122232,1065871.73221009
7,907007.970727205,176245.284310011,104946.776588755,1083253.25503722
7.2,921888.201254488,176536.019758849,105555.615956347,1098424.22101334
7.4,935016.430991758,176537.812027664,106080.632584692,1111554.24301942
7.6,946552.898056545,176292.224303209,106535.739599352,1122845.12235975
7.8,956738.979485865,175827.179401959,106922.061032272,1132566.15888782
8,965730.576304724,175179.771404557,107251.977340637,1140910.34770928
8.2,973688.476807846,174386.570005441,107537.225371984,1148075.04681329
8.4,980704.02222661,173453.459264025,107780.192246595,1154157.48149063
8.6,986944.133532273,172414.732395935,107991.022288256,1159358.86592821
8.8,992564.611072995,171300.502561146,108178.71844429,1163865.11363414
9,997528.763068421,170098.86916876,108336.389757079,1167627.63223718
9.2,1001992.148745,168839.015790858,108472.907618019,1170831.16453586
9.4,1006068.27694583,167541.139805734,108593.695775608,1173609.41675157
9.6,1009714.2558648,166193.719087073,108694.861181778,1175907.97495188
9.8,1013049.61191028,164818.079180411,108781.996166197,1177867.69109069
10,1016147.37439117,163426.167426628,108858.011395998,1179573.5418178
10.2,1018911.20084049,161998.530852212,108919.720412631,1180909.73169271
10.4,1021477.39087853,160558.790415819,108972.236732271,1182036.18129435
10.6,1023898.30527379,159115.025707604,109017.679183602,1183013.33098139
10.8,1026226.30479478,157675.31631772,109058.166595312,1183901.6211125
11,1028392.1732577,156228.823640095,109091.648419478,1184620.9968978
11.2,1030411.03795,154777.833483351,109118.966594702,1185188.87143335
11.4,1032354.66546159,153333.445114729,109142.905455559,1185688.11057632
11.6,1034252.22860022,151900.129920827,109164.788619642,1186152.35852105
11.8,1036096.61670396,150476.081020072,109184.42817384,1186572.69772404
12,1037828.7396664,149050.497327893,109199.470796743,1186879.2369943
12.2,1039513.51821498,147634.035830787,109212.729326205,1187147.55404577
12.4,1041164.46711914,146228.458544816,109224.87508262,1187392.92566396
12.6,1042795.1011483,144835.527486048,109236.579386379,1187630.62863435
12.8,1044353.84493717,143446.296602845,109245.317802422,1187800.14154002
13,1045877.9853273,142066.438687595,109252.928797735,1187944.42401489
13.2,1047373.88571984,140696.539274917,109259.732579224,1188070.42499476
13.4,1048847.40412671,139337.100757154,109266.024540504,1188184.50488386
13.6,1050289.72447158,137986.948463606,109271.308352759,1188276.67293518
13.8,1051701.15560241,136645.950587229,109275.580011269,1188347.10618964
14,1053090.314573,135314.924844017,109279.283770368,1188405.23941702
14.2,1054460.14356784,133994.04038405,109282.55770378,1188454.18395189
14.4,1055819.3444075,132683.865796474,109285.799979482,1188503.21020398
14.6,1057173.67207297,131384.845599638,109289.263702357,1188558.5176726
14.8,1058508.53392713,130096.00222211,109292.284752861,1188604.53614924
15,1059823.92996999,128817.335663888,109294.863130995,1188641.26563388
15.2,1061119.86020156,127548.845924974,109296.998836757,1188668.70612653
15.4,1062396.32462183,126290.533005366,109298.691870149,1188686.85762719
15.6,1063653.32323079,125042.396905065,109299.942231169,1188695.72013586
15.8,1064890.85602846,123804.437624072,109300.749919819,1188695.29365253
16,1066108.92301483,122576.655162385,109301.114936097,1188685.57817722
16.2,1067307.5241899,121359.049520006,109301.037280005,1188666.57370991
16.4,1068498.94375702,120151.639327086,109301.078902328,1188650.58308411
16.6,1069695.70550327,118954.44357713,109301.812713803,1188650.1490804
16.8,1070879.35112082,117767.434276373,109302.394324258,1188646.7853972
17,1072049.8806097,116590.611424816,109302.823733692,1188640.49203451
17.2,1073207.29396988,115423.975022458,109303.100942106,1188631.26899234
17.4,1074351.59120138,114267.525069299,109303.225949499,1188619.11627068
17.6,1075482.77230419,113121.26156534,109303.198755872,1188604.03386953
17.8,1076600.83727831,111985.184510581,109303.019361225,1188586.02178889
18,1077705.78612374,110859.293905021,109302.687765556,1188565.08002876
18.2,1078797.61884049,109743.58974866,109302.203968868,1188541.20858915
18.4,1079883.80016952,108636.816373413,109301.867469478,1188520.61654293
18.6,1080968.59692623,107538.256044535,109301.849459402,1188506.85297076
18.8,1082043.52612206,106449.335712819,109301.809586465,1188492.86183488
19,1083108.587757,105370.055378263,109301.747850667,1188478.64313527
19.2,1084163.78183107,104300.415040868,109301.664252007,1188464.19687194
19.4,1085209.10834425,103240.414700634,109301.558790487,1188449.52304488
19.6,1086244.56729655,102190.054357561,109301.431466105,1188434.62165411
19.8,1087270.15868796,101149.334011648,109301.282278863,1188419.49269961
20,1088285.8825185,100118.253662897,109301.111228759,1188404.13618139
20.2,1089291.73878815,99096.8133113064,109300.918315795,1188388.55209945
20.4,1090291.15545419,98082.9731709316,109300.781480722,1188374.12862512
20.6,1091284.96249238,97076.2393695418,109300.719594529,1188361.20186193
20.8,1092270.18793846,96078.3803571184,109300.66508428,1188348.56829557
21,1093246.8317924,95089.3961336616,109300.617949975,1188336.22792606
21.2,1094214.89405422,94109.2866991712,109300.578191613,1188324.18075339
21.4,1095174.37472392,93138.0520536473,109300.545809196,1188312.42677756
21.6,1096125.27380148,92175.6921970898,109300.520802722,1188300.96599857
21.8,1097067.59128692,91222.2071294988,109300.503172191,1188289.79841642
22,1098001.32718024,90277.5968508743,109300.492917605,1188278.92403111
22.2,1098926.48148143,89341.8613612163,109300.490038963,1188268.34284264
22.4,1099843.89355241,88413.5499642783,109300.468044072,1188257.44351669
22.6,1100753.87572107,87492.4501386932,109300.432756312,1188246.32585976
22.8,1101656.02897265,86579.3961006121,109300.403697041,1188235.42507326
23,1102550.43411152,85674.3146212663,109300.381498647,1188224.74873279
23.2,1103437.17194207,84777.132471887,109300.366793514,1188214.30441395
23.4,1104316.32326865,83887.7764237055,109300.360214031,1188204.09969235
23.6,1105187.96889564,83006.1732479532,109300.362392582,1188194.1421436
23.8,1106052.18962742,82132.2497158612,109300.373961555,1188184.43934329
24,1106909.06626836,81265.932598661,109300.395553335,1188174.99886703
24.2,1107758.67962284,80407.1486675838,109300.427800309,1188165.82829042
24.4,1108601.11049521,79555.8246938608,109300.471334864,1188156.93518907
24.6,1109436.43968986,78711.8874487235,109300.526789385,1188148.32713858
24.8,1110264.74801116,77875.263703403,109300.594796259,1188140.01171456
25,1111086.11626348,77045.8802291306,109300.675987873,1188131.99649261
