time,S,R,F,T
0,28500,1500,10000,30000
0.2,34484.6094755359,1679.40254998819,11524.8716718518,36164.0120255241
0.4,41556.2208369598,1877.36790791444,13241.6585979947,43433.5887448742
0.6,49927.5555373994,2096.02329886257,15172.7271003775,52023.578836262
0.8,59802.6834420734,2336.84579956103,17332.1327791623,62139.5292416345
1,71404.5657191197,2601.40470687313,19734.4381105034,74005.9704259928
1.2,84978.475648004,2890.88123364758,22386.6520478459,87869.3568816515
1.4,100766.813776631,3206.35766587158,25294.3999731824,103973.171442503
1.6,119031.002861092,3548.58230683639,28456.9302178914,122579.585167928
1.8,140020.544394209,3917.41152183203,31860.6233548081,143937.955916041
2,163973.047321396,4312.84333368703,35495.2297460239,168285.890655083
2.2,191087.792405609,4733.43765989467,39332.1168920652,195821.230065503
2.4,221455.019103686,5176.3930015255,43334.5511282878,226631.412105211
2.6,255214.885490969,5639.63544964473,47471.216686917,260854.520940613
2.8,292343.472561923,6119.26170881243,51699.6362691065,298462.734270735
3,332660.804363632,6609.35816832459,55962.9968250684,339270.162531957
3.2,376113.347311743,7106.03556704821,60222.1043361219,383219.382878791
3.4,422049.200344348,7599.82631038791,64414.1551438212,429649.026654736
3.6,470376.209592948,8086.24037138674,68494.7308386651,478462.449964334
3.8,520068.388085789,8555.22209842745,72423.5807236238,528623.610184216
4,570807.701608723,9000.4886998367,76151.6137201609,579808.19030856
4.2,621706.580830909,9415.0156213373,79660.7289835435,631121.596452246
4.4,672022.464200535,9791.66923703557,82921.8334068655,681814.13343757
4.6,721115.659374742,10126.0594123785,85927.9386792748,731241.71878712
4.8,768284.762907537,10415.3445652598,88692.6579398992,778700.107472797
5,812836.609454683,10652.8075497808,91187.9624001074,823489.417004464
5.2,854763.499853815,10844.8384647504,93448.234368132,865608.338318565
5.4,893384.636979323,10986.3956223698,95461.6961199602,904371.032601692
5.6,928547.524120428,11079.3194304176,97242.6932437957,939626.843550846
5.8,960544.609353911,11130.4425258356,98823.6857975709,971675.051879746
6,988922.577659348,11138.3177591507,100207.196002491,1000060.8954185
6.2,1014303.04731967,11110.6626234723,101422.010861487,1025413.70994314
6.4,1036658.6160934,11050.1786651552,102484.214264975,1047708.79475855
6.6,1056135.26316988,10960.3355884781,103409.94513612,1067095.59875836
6.8,1073256.032462,10846.2029859754,104215.049430544,1084102.23544798
7,1088104.89476519,10711.2919895102,104917.492223293,1098816.1867547
7.2,1101009.08361549,10557.8410610477,105521.401375827,1111566.92467653
7.4,1112221.36158664,10389.3995415929,106040.602197773,1122610.76112823
7.6,1121979.99187649,10209.7719981798,106490.808076231,1132189.76387467
7.8,1130361.4078125,10019.1506072022,106877.411210957,1140380.5584197
8,1137546.26718521,9819.66362439061,107210.55389134,1147365.9308096
8.2,1143773.84164451,9614.52811973786,107503.049767001,1153388.36976425
8.4,1149097.3097667,9403.71063374944,107754.690554181,1158501.02040045
8.6,1153628.85615601,9188.19028147408,107969.795162491,1162817.04643748
8.8,1157559.6691523,8970.30192371074,108158.744004094,1166529.97107602
9,1160925.04327809,8750.03082856114,108321.616299724,1169675.07410665
9.2,1163782.19576898,8527.6752482587,108459.851050597,1172309.87101724
9.4,1166277.85062133,8304.81129675082,108580.439013571,1174582.66191808
9.6,1168433.15811121,8081.47839456134,108684.238037517,1176514.63650577
9.8,1170264.46434689,7857.66216767484,108771.903645253,1178122.12651456
10,1171878.87954976,7634.36457078543,108847.913862333,1179513.24412055
10.2,1173270.17658133,7411.41321655357,108912.476837633,1180681.58979788
10.4,1174431.89190428,7188.63337273627,108965.792369207,1181620.52527702
10.6,1175460.43522436,6966.87073457002,109011.694268478,1182427.30595893
10.8,1176402.54367142,6746.47828159659,109052.261655371,1183149.02195302
11,1177256.53128804,6527.42273155758,109087.706588654,1183783.9540196
11.2,1177959.9978622,6309.18649607969,109115.900152309,1184269.18435828
11.4,1178600.32192677,6092.44674348253,109140.488487059,1184692.76867025
11.6,1179203.02033682,5877.38718319329,109162.732517359,1185080.40752002
11.8,1179777.13981775,5664.06095466752,109183.152091518,1185441.20077241
12,1180256.21356715,5451.92255003005,109198.86931449,1185708.13611718
12.2,1180699.28461501,5241.42146360387,109212.653626373,1185940.70607862
12.4,1181117.8651664,5032.63038038649,109225.135810134,1186150.49554678
12.6,1181522.30866792,4825.61233554009,109236.884913747,1186347.92100346
12.8,1181874.19885017,4620.02422286741,109245.871688591,1186494.22307303
13,1182202.89674775,4416.08736772091,109253.677846956,1186618.98411547
13.2,1182513.51100351,4213.82112791727,109260.593010219,1186727.33213143
13.4,1182811.15026029,4013.24486127316,109266.906799756,1186824.39512156
13.6,1183085.62404792,3814.24834182196,109271.969622028,1186899.87238974
13.8,1183344.26725035,3616.86978368555,109276.207767698,1186961.13703403
14,1183591.52196457,3421.12289902447,109279.86993879,1187012.6448636
14.2,1183830.21871126,3227.00774991652,109283.105902406,1187057.22646118
14.4,1184077.40505171,3034.32888144169,109286.81238115,1187111.73393315
14.6,1184321.65810667,2843.16043028848,109290.386982567,1187164.81853695
14.8,1184556.52035729,2653.57442155109,109293.489978908,1187210.09477884
15,1184781.99180359,2465.5708552295,109296.121370174,1187247.56265882
15.2,1184998.07244556,2279.14973132372,109298.281156364,1187277.22217688
15.4,1185204.7622832,2094.31104983375,109299.969337479,1187299.07333303
15.6,1185402.06131651,1911.05481075958,109301.185913519,1187313.11612727
15.8,1185589.9695455,1729.38101410122,109301.930884483,1187319.3505596
16,1185768.48697015,1549.28965985867,109302.204250372,1187317.77663001
16.2,1185937.61359048,1370.78074803192,109302.006011185,1187308.39433851
16.4,1186103.53173994,1193.76358072498,109301.684530552,1187297.29532067
16.6,1186281.58174951,1018.01310767917,109302.104209173,1187299.59485719
16.8,1186456.19175537,843.757775854479,109302.38759988,1187299.94953123
17,1186627.36175755,670.997585250909,109302.534702672,1187298.3593428
17.2,1186795.09175602,499.732535868464,109302.54551755,1187294.82429189
17.4,1186959.3817508,329.962627707143,109302.420044513,1187289.3443785
17.6,1187120.23174188,161.687860766942,109302.158283562,1187281.91960264
17.8,1187277.64172926,-5.09176495213265,109301.760234697,1187272.54996431
18,1187435.5275921,-170.554161146869,109301.463953026,1187264.97343095
18.2,1187596.02035771,-334.796147629938,109301.3989885,1187261.22421008
18.4,1187755.12293321,-497.636122888786,109301.322348842,1187257.48681032
18.6,1187912.8353186,-659.074086923417,109301.234034053,1187253.76123167
18.8,1188069.15751388,-819.110039733823,109301.134044132,1187250.04747414
19,1188224.08951905,-977.743981320008,109301.022379079,1187246.34553773
