time,S,R,F,T
19.2,1188377.63133411,-1134.97591168197,109300.899038895,1187242.65542243
19.4,1188529.78295906,-1290.80583081971,109300.764023579,1187238.97712824
19.6,1188681.41839226,-1445.48817639205,109300.678189948,1187235.93021587
19.8,1188832.35736987,-1598.97047014218,109300.628986165,1187233.38689973
20,1188982.21568021,-1751.14086069245,109300.589659436,1187231.07481951
20.2,1189130.99332327,-1901.99934804287,109300.56020976,1187228.99397523
20.4,1189278.69029906,-2051.54593219343,109300.540637137,1187227.14436686
20.6,1189425.30660757,-2199.78061314414,109300.530941568,1187225.52599443
20.8,1189570.84224881,-2346.70339089499,109300.531123052,1187224.13885792
21,1189715.29722278,-2492.31426544599,109300.541181589,1187222.98295733
21.2,1189858.44625348,-2636.93236611569,109300.541673739,1187221.51388737
21.4,1190000.42574807,-2780.36445651093,109300.544372725,1187220.06129156
21.6,1190141.26496153,-2922.56909359084,109300.551803525,1187218.69586794
21.8,1190280.96389385,-3063.54627735541,109300.563966141,1187217.41761649
22,1190419.52254503,-3203.29600780466,109300.580860571,1187216.22653723
22.2,1190556.94091508,-3341.81828493859,109300.602486818,1187215.12263015
22.4,1190693.219004,-3479.11310875718,109300.628844879,1187214.10589524
22.6,1190828.36455639,-3615.1941725449,109300.659278302,1187213.17038385
22.8,1190962.46473797,-3750.25441221821,109300.68431352,1187212.21032575
23,1191095.4259973,-3884.17150765668,109300.70956564,1187211.25448964
23.2,1191227.24594854,-4016.95539478051,109300.734476569,1187210.29055375
23.4,1191357.92220581,-4148.61600950991,109300.758488216,1187209.3061963
23.6,1191487.45238328,-4279.16328776509,109300.781042488,1187208.28909551
23.8,1191615.83409507,-4408.60716546627,109300.801581293,1187207.2269296
24,1191743.06495533,-4536.95757853366,109300.819546539,1187206.1073768
24.2,1191869.14257821,-4664.22446288746,109300.834380135,1187204.91811532
24.4,1191994.06457784,-4790.41775444788,109300.845523989,1187203.64682339
24.6,1192117.82856836,-4915.54738913514,109300.852420008,1187202.28117923
24.8,1192240.43216393,-5039.62330286945,109300.8545101,1187200.80886106
25,1192361.87297868,-5162.65543157101,109300.851236174,1187199.21754711
