time,S,R,F,T
0,22500,22500,10000,45000
0.2,26742.9023131012,25382.40396682,2373.18117514841,52125.3062799212
0.4,31123.1588723585,28617.5185671354,565.987745877986,59740.6774394939
0.6,36035.4335326961,32237.2992102652,134.787613302791,68272.7327429613
0.8,41636.1873995806,36277.9705137901,32.0291954159668,77914.1579133708
1,48030.8636784669,40777.6814402457,7.60854542160561,88808.5451187126
1.2,55316.8039559335,45775.3057618642,1.81329492011214,101092.109717798
1.4,63592.4044857089,51309.4170090962,0.432341308323898,114901.821494805
1.6,72957.7243606028,57417.106828467,0.10306665470731,130374.83118907
1.8,83512.486075776,64132.5569426935,0.0245633168987594,147645.04301847
2,95352.8367440494,71485.3477997762,0.00583531745681512,166838.184543826
2.2,108567.195544486,79498.5264751598,0.001390180257103,188065.722019645
2.4,123231.292397893,88186.4819155688,0.000331171502482356,211417.774313461
2.6,139402.562851828,97552.7281059496,7.91419139565826e-05,236955.290957778
2.8,157114.145440527,107587.727990154,1.90645840520413e-05,264701.87343068
3,176368.85804657,118266.936149054,5.3213937368556e-06,294635.794195623
3.2,197133.648675215,129549.267244875,1.69420549285036e-06,326682.91592009
3.4,219335.12091557,141376.213325523,2.73549935650722e-07,360711.334241093
3.6,242855.189821624,153671.245474114,2.75791847765396e-07,396526.435295739
3.8,267532.091831102,166341.4530579,2.05625708966868e-07,433873.544889003
4,293166.071396638,179280.811743689,1.93332498834168e-08,472446.883140326
4.2,319522.023075604,192372.360629221,-5.43227050954837e-08,511894.383704824
4.4,346335.673478938,205491.623990664,-2.5015927487073e-08,551827.297469602
4.6,373320.584003626,218513.585476782,2.4106423193469e-08,591834.169480408
4.8,400191.294407319,231314.987741711,5.89815798280804e-08,631506.28214903
5,426675.11404107,243776.710286765,4.19740763250591e-08,670451.824327835
5.2,452514.443928403,255805.906328971,4.04627893608112e-08,708320.350257374
5.4,477430.795006389,267280.719149124,1.02536277984818e-08,744711.514155513
5.6,501289.480701054,278170.916250386,-6.10611246237481e-09,779460.39695144
5.8,523834.005524008,288372.786824636,-1.34916846472654e-08,812206.792348644
6,544986.956729665,297871.750484612,-1.49060677628941e-08,842858.707214277
6.2,564659.734982198,306648.106301088,-1.18639781289581e-08,871307.841283286
6.4,582757.393002332,314674.392128171,-3.80739928262585e-09,897431.785130503
6.6,599381.584144964,322008.104839026,7.72715953097174e-10,921389.68898399
6.8,614452.779083888,328632.169025892,2.55887971998966e-09,943084.948109779
7,628340.396807335,334725.411417179,3.58241245324111e-09,963065.808224514
7.2,640850.043404017,340187.491709759,3.51649373134922e-09,981037.535113776
7.4,651981.718873935,345018.40990363,2.36112355431401e-09,997000.128777566
7.6,662078.759548139,349396.334831977,1.60694653747508e-09,1011475.09438012
7.8,671111.674831341,353305.962827585,1.1259249723447e-09,1024417.63765893
8,678991.693650979,356701.22757883,5.32646336723448e-10,1035692.92122981
8.2,685925.106730655,359679.586587376,7.2653760348269e-12,1045604.69331803
8.4,692215.093449334,362384.270262785,-1.85449805360923e-10,1054599.36371212
8.6,697630.651264463,364706.146549662,-2.47234910938209e-10,1062336.79781412
8.8,702192.399786988,366654.505032276,-1.85223240240639e-10,1068846.90481926
9,706443.796776134,368474.185279291,-1.87422559049639e-10,1074917.98205543
9.2,710084.038447844,370029.66862805,-1.49770598643484e-10,1080113.70707589
9.4,713113.124802117,371320.955078551,-7.22673590221731e-11,1084434.07988067
9.6,715691.590589723,372416.183598227,2.9502596462806e-11,1088107.77418795
9.8,717932.472150991,373365.932716148,1.19745081655773e-10,1091298.40486714
10,719860.450985754,374182.195899729,1.81579673155244e-10,1094042.64688548
10.2,721540.242406803,374893.612447536,1.97547191102695e-10,1096433.85485434
10.4,723036.561726928,375528.821658133,1.50188455639599e-10,1098565.38338506
10.6,724344.103764783,376084.371467412,7.38799052158382e-11,1100428.4752322
10.8,725356.983361056,376510.71261372,7.74565408997599e-11,1101867.69597478
11,726236.095789324,376880.565004327,7.22579181508349e-11,1103116.66079365
11.2,727024.587206204,377212.682494658,5.67923329256106e-11,1104237.26970086
11.4,727765.603768312,377525.818940142,2.95680811806351e-11,1105291.42270845
11.6,728502.291632264,377838.728196203,-1.09065411275445e-11,1106341.01982847
11.8,729026.485288013,378059.339456419,-2.94452799954731e-11,1107085.82474443
12,729475.803013767,378248.067359691,-4.13276773268407e-11,1107723.87037346
12.2,729887.940901841,378421.262365132,-4.72500215264211e-11,1108309.20326697
12.4,730283.839381042,378587.88593648,-4.54631772299295e-11,1108871.72531752
12.6,730684.438880178,378756.899537474,-3.42180090730811e-11,1109441.33841765
12.8,731030.611852599,378902.808058545,-2.35937311806215e-11,1109933.41991114
13,731290.179994428,379011.7137679,-1.96883771843458e-11,1110301.89376233
13.2,731523.94242447,379109.730978042,-1.48645335070309e-11,1110633.67340251
13.4,731739.353386267,379200.017487405,-9.36536334930167e-12,1110939.37087367
13.6,731943.867123361,379285.731094422,-3.43402991178327e-12,1111229.59821778
13.8,732138.057009555,379367.119132061,2.46512365646434e-12,1111505.17614162
14,732279.516133417,379426.249162333,6.48618797512393e-12,1111705.76529575
14.2,732401.417091131,379477.157314467,9.21269532362942e-12,1111878.5744056
14.4,732506.464693275,379520.992475065,1.02488158504195e-11,1112027.45716834
14.6,732597.363750425,379558.903530731,9.1987197039329e-12,1112156.26728116
14.8,732676.819073155,379592.039368065,5.66657703260826e-12,1112268.85844122
15,732760.754407411,379627.384250979,4.90683295980789e-12,1112388.13865839
15.2,732837.000762488,379659.672338502,5.36509729559518e-12,1112496.67310099
15.4,732900.680169877,379686.767656921,5.55338911999608e-12,1112587.4478268
15.6,732951.792629579,379708.670206234,5.47170843301058e-12,1112660.46283581
15.8,732990.338141593,379725.379986442,5.12005523463869e-12,1112715.71812803
16,733016.316705919,379736.896997546,4.49842952488039e-12,1112753.21370346
16.2,733029.728322558,379743.221239544,3.60683130373571e-12,1112772.9495621
16.4,733030.572991509,379744.352712437,2.44526057120464e-12,1112774.92570395
16.6,733018.850712772,379740.291416226,1.01371732728714e-12,1112759.142129
16.8,733024.350885869,379743.378445248,3.68726534765793e-13,1112767.72933112
17,733036.90605023,379749.401643769,1.49684218024427e-13,1112786.307694
17.2,733045.514402426,379753.803206118,-3.36047979451387e-14,1112799.31760854
17.4,733050.175942457,379756.583132295,-1.81140513142909e-13,1112806.75907475
17.6,733050.890670323,379757.741422301,-2.92922927568887e-13,1112808.63209262
17.8,733047.658586024,379757.278076136,-3.68952041223067e-13,1112804.93666216
18,733040.47968956,379755.193093799,-4.09227854105451e-13,1112795.67278336
18.2,733029.353980931,379751.486475291,-4.1375036621604e-13,1112780.84045622
18.4,733014.281460136,379746.158220611,-3.82519577554835e-13,1112760.43968075
18.6,733007.111325143,379743.988099012,-3.82307543459558e-13,1112751.09942416
18.8,733005.131381844,379743.882056529,-3.9783063245041e-13,1112749.01343837
19,733002.896228863,379743.643508877,-3.98403169179261e-13,1112746.53973774
19.2,733000.405866202,379743.272456056,-3.84025153646114e-13,1112743.67832226
19.4,732997.660293858,379742.768898065,-3.54696585850966e-13,1112740.42919192
19.6,732994.659511834,379742.132834905,-3.10417465793818e-13,1112736.79234674
19.8,732991.403520129,379741.364266576,-2.51187793474671e-13,1112732.7677867
20,732987.892318742,379740.463193077,-1.77007568893525e-13,1112728.35551182
20.2,732984.125907674,379739.42961441,-8.78767920503787e-14,1112723.55552208
20.4,732982.338247698,379739.093169286,-3.6918094082616e-14,1112721.43141698
