time,S,R,F,T
20.6,732982.307638334,379739.371523539,-1.88595324822575e-14,1112721.67916187
20.8,732982.775014028,379739.797090836,-3.76106718363876e-15,1112722.57210486
21,732983.74037478,379740.369871176,8.37730181324062e-15,1112724.11024596
21.2,732985.20372059,379741.08986456,1.75555745083806e-14,1112726.29358515
21.4,732987.165051458,379741.957070986,2.37737509017812e-14,1112729.12212244
21.6,732989.624367384,379742.971490456,2.70318309934426e-14,1112732.59585784
21.8,732992.581668368,379744.13312297,2.73298147833644e-14,1112736.71479134
22,732996.036954409,379745.441968527,2.46677022715469e-14,1112741.47892294
22.2,732998.192717128,379746.262758448,2.16780069954433e-14,1112744.45547558
22.4,732999.082317926,379746.629831219,2.005941989917e-14,1112745.71214914
22.6,732999.971918723,379746.99690399,1.84408328028966e-14,1112746.96882271
22.8,733000.861519521,379747.363976761,1.68222457066233e-14,1112748.22549628
23,733001.751120319,379747.731049532,1.520365861035e-14,1112749.48216985
23.2,733002.640721116,379748.098122303,1.35850715140767e-14,1112750.73884342
23.4,733003.530321914,379748.465195074,1.19664844178034e-14,1112751.99551699
23.6,733004.419922711,379748.832267845,1.03478973215301e-14,1112753.25219056
23.8,733005.309523509,379749.199340616,8.72931022525678e-15,1112754.50886413
24,733006.199124307,379749.566413387,7.11072312898348e-15,1112755.76553769
24.2,733007.088725104,379749.933486158,5.49213603271018e-15,1112757.02221126
24.4,733007.978325902,379750.300558929,3.87354893643687e-15,1112758.27888483
24.6,733008.842354068,379750.657342805,2.30366239644325e-15,1112759.49969687
24.8,733009.348909624,379750.870301115,1.41454720883384e-15,1112760.21921074
25,733009.855465179,379751.083259426,5.25432021224419e-16,1112760.93872461
