time,S,R,F,T
0,28500,1500,10000,30000
0.2,34430.6540312994,1678.58015073027,11525.8235801758,36109.2341820297
0.4,41308.376372235,1873.78248470754,13243.3583773462,43182.1588569425
0.6,49274.1942703913,2087.07520273715,15175.1114304871,51361.2694731284
0.8,58436.8729292539,2319.26072675613,17335.4121927307,60756.13365601
1,68910.7408583072,2571.06930019855,19738.038368686,71481.8101585058
1.2,80790.6077961015,2842.83614137064,22390.0879370844,83633.4439374721
1.4,94171.8326304353,3134.9153761164,25298.9336037431,97306.7480065517
1.6,109104.570436277,3446.87298385157,28457.9185856344,112551.443420128
1.8,125643.381022145,3778.47411497946,31863.5145299749,129421.855137124
2,143779.68417841,4128.6001143199,35495.7674881072,147908.28429273
2.2,163473.263992034,4495.92495752149,39330.7710061007,167969.188949556
2.4,184658.608289394,4878.82534106093,43339.1223902485,189537.433630455
2.6,207123.206868144,5274.43732052713,47470.9057930847,212397.644188671
2.8,230809.99662352,5681.2574725034,51699.2156826968,236491.254096023
3,255382.031361493,6095.64802669164,55963.1615361711,261477.679388185
3.2,280637.132425838,6514.9657731488,60217.4204240625,287152.098198987
3.4,306241.930083615,6935.91473616209,64411.438856981,313177.844819777
3.6,331830.452471336,7354.98178271815,68491.6348737913,339185.434254054
3.8,357096.118138599,7769.25422169226,72416.0576914875,364865.372360292
4,381631.396071596,8175.65001944423,76148.7883709796,389807.04609104
4.2,405125.732773582,8571.33223987717,79649.9862583469,413697.065013459
4.4,427280.715630292,8954.79616933936,82916.2053790901,436235.511799631
4.6,447768.609803106,9323.29130174891,85911.7593422177,457091.901104855
4.8,466576.711449794,9678.14465222948,88676.2615580592,476254.856102023
5,483350.656546105,10016.5400281465,91175.7865027541,493367.196574252
5.2,497951.73347526,10338.0404095567,93412.7694523746,508289.773884817
5.4,510563.342104338,10645.4294995578,95429.7675201077,521208.771603896
5.6,520912.670913892,10936.9294422913,97212.5126519009,531849.600356183
5.8,529104.702610429,11214.2511791971,98783.3995263851,540318.953789626
6,535348.462435735,11480.0133246813,100173.006696962,546828.475760416
6.2,539531.098011859,11734.0264145782,101386.594167034,551265.124426437
6.4,541915.128348218,11979.0540747608,102447.313589708,553894.182422979
6.6,542635.099506647,12216.9067315181,103374.154832229,554852.006238165
6.8,541740.891624279,12448.764181575,104183.354356099,554189.655805854
7,539500.9846669,12677.0651764804,104882.544685214,552178.049843381
7.2,536012.823488972,12903.3548864881,105489.981028356,548916.17837546
7.4,531404.741635189,13129.2196197636,106018.441133296,544533.961254952
7.6,525746.706340975,13355.3686974863,106467.395734715,539102.075038461
7.8,519203.481295049,13583.8862184115,106856.460437581,532787.367513461
8,511905.680325906,13816.3610258243,107197.993776785,525722.04135173
8.2,503915.98801206,14053.5582183492,107491.810906289,517969.546230409
8.4,495306.414068048,14296.3559759561,107739.448900038,509602.770044004
8.6,486220.201371062,14546.4962882029,107955.598292303,500766.697659264
8.8,476766.039160696,14805.30212965,108148.569163584,491571.341290346
9,466899.216056618,15072.5471595014,108307.716791236,481971.76321612
9.2,456754.987646888,15349.8226670849,108444.633901591,472104.810313973
9.4,446422.830456737,15638.2575824167,108565.256574193,462061.088039154
9.6,435947.278680001,15938.5635641436,108671.442834846,451885.842244144
9.8,425296.185682643,16250.7519014978,108758.559028183,441546.937584141
10,414582.282990077,16576.1571379656,108834.236661411,431158.440128043
10.2,403863.265126103,16915.611132938,108901.447893669,420778.876259041
10.4,393123.016993139,17269.2726558831,108958.418170731,410392.289649022
10.6,382387.571139544,17637.6848320646,109006.083462969,400025.255971609
10.8,371718.928254606,18021.7187899626,109047.692859993,389740.647044569
11,361152.022310559,18421.9949712075,109084.790678527,379574.017281766
11.2,350631.676495902,18838.2181907071,109113.999614932,369469.894686609
11.4,340233.073955883,19271.417866874,109139.062292744,359504.491822757
11.6,329983.642583758,19722.1381711501,109161.113065866,349705.780754908
11.8,319910.810272785,20190.9232749768,109181.286288201,340101.733547762
12,309989.386040684,20677.3488552039,109198.01734577,330666.734895888
12.2,300229.595479218,21181.6424604679,109211.558238782,321411.237939686
12.4,290668.141705915,21704.5189805023,109223.519073085,312372.660686418
12.6,281322.445973435,22246.3384061252,109234.520934269,303568.784379561
12.8,272195.66760917,22807.0382665871,109244.55727563,295002.705875757
13,263258.321538985,23385.5891105395,109252.184950559,286643.910649524
13.2,254546.93578773,23982.9169026629,109258.865886745,278529.852690393
13.4,246071.502601776,24599.1615744508,109264.894237462,270670.664176227
13.6,237842.014227494,25234.4630573969,109270.564155984,263076.477284891
13.8,229830.214329864,25886.9403810377,109274.98961719,255717.154710902
14,222053.842534742,26557.1428173911,109278.703823478,248610.985352133
14.2,214521.435209214,27245.133375116,109281.956006267,241766.56858433
14.4,207237.890217553,27950.7828189455,109284.883129217,235188.673036498
14.6,200194.258881205,28672.7151425968,109287.385684347,228866.974023802
14.8,193381.196571,29409.5186875844,109289.357401618,222790.715258584
15,186809.903946387,30161.6317352005,109291.042884004,216971.535681588
15.2,180481.576384504,30928.5916706691,109292.515863988,211410.168055173
15.4,174394.322007688,31709.504744895,109293.819874039,206103.826752583
15.6,168518.021071366,32499.5351946094,109294.722317182,201017.556265975
15.8,162871.104158808,33300.6272970302,109295.465523406,196171.731455838
16,157452.300413776,34111.9740285405,109296.099100108,191564.274442316
16.2,152260.338980031,34932.7683655233,109296.672654688,187193.107345554
16.4,147293.949001334,35762.203284362,109297.235794547,183056.152285696
16.6,142543.17974103,36597.9769149121,109297.762360645,179141.156655942
16.8,137978.487965497,37434.413172794,109298.055171578,175412.901138291
17,133615.479490707,38273.6115300617,109298.311150753,171889.091020768
17.2,129450.058557003,39114.2784590382,109298.555247066,168564.337016042
17.4,125478.129404732,39955.1204320467,109298.81240941,165433.249836779
17.6,121695.596274238,40794.8439214104,109299.107586682,162490.440195649
17.8,118088.104461677,41629.8505517329,109299.380542482,159717.95501341
18,114637.097079208,42455.5978549291,109299.536147511,157092.694934137
18.2,111348.38672849,43273.0183865877,109299.681624891,154621.405115077
18.4,108215.835332299,44080.359777371,109299.824965103,152296.19510967
18.6,105233.304813411,44875.8696579411,109299.974158627,150109.174471352
18.8,102394.657094602,45657.7956589603,109300.137195944,148052.452753563
19,99689.6990815511,46422.5794759788,109300.27543319,146112.27855753
19.2,97110.0623355025,47167.4754298643,109300.371210782,144277.537765367
19.4,94651.672765009,47891.6503642674,109300.456255875,142543.323129276
19.6,92307.8216926308,48593.0977883658,109300.531996817,140900.919480997
19.8,90071.8004409277,49269.811211337,109300.599861954,139341.611652265
20,87936.9003324599,49919.7841423587,109300.661279632,137856.684474819
20.2,85903.0727561111,50541.5143161149,109300.710227311,136444.587072226
20.4,83963.9562770701,51133.0215310994,109300.747744863,135096.97780817
20.6,82111.2223745608,51692.1766601247,109300.77707282,133803.399034685
20.8,80338.8765177949,52217.0272795412,109300.798840583,132555.903797336
21,78640.924175984,52705.6209656995,109300.813677553,131346.545141683
21.2,77011.3708183399,53156.0052949499,109300.822213132,130167.37611329
