time,S,R,F,T,dose_u1
5.2,485874.440051029,70228.5978901913,93330.617361836,556103.037941221,0
5.4,534109.794967122,74420.1646085615,95323.4793978274,608529.959575684,0
5.6,582026.73803215,78419.4495318466,97119.7672850424,660446.187563996,0
5.8,628980.147766039,82160.717136454,98712.5513161949,711140.864902493,0
6,674361.880747009,85601.0296389521,100116.178694847,759962.910385962,1.5
6.2,658131.782464585,86498.7732177678,101324.388891101,744630.555682353,1.5
6.4,642104.095435178,87469.468604873,102391.429813051,729573.564040051,1.5
6.6,626255.899690911,88509.6167865098,103336.309955426,714765.516477421,1.5
6.8,610592.251125406,89626.4978870538,104159.618621962,700218.74901246,1.5
7,595103.054414689,90821.127842543,104873.980235331,685924.182257232,0
7.2,641201.506898918,94836.1926516737,105479.115628332,736037.699550592,0
7.4,685410.580095455,98503.2243313804,106007.895850727,783913.804426835,0
7.6,727430.714992893,101817.492771016,106471.906090455,829248.207763909,0
7.8,766715.247793259,104729.948009443,106872.625576182,871445.195802702,0
8,803012.164957674,107235.274823618,107217.663312976,910247.439781291,1.5
8.2,746811.459924656,105855.636783314,107510.123086892,852667.096707969,1.5
8.4,697748.283959745,104977.302755595,107765.10481896,802725.58671534,1.5
8.6,654815.310658754,104547.817587344,107984.892958109,759363.128246097,1.5
8.8,616911.996337274,104499.339883911,108173.417600536,721411.336221185,1.5
9,583038.271589687,104783.23145371,108335.132559715,687821.503043397,0
9.2,628649.666789411,109410.894073686,108470.710269519,738060.560863096,0
9.4,672363.11368609,113635.627641062,108588.281013003,785998.741327152,0
9.6,713890.770052681,117452.631726683,108690.78392499,831343.401779364,0
9.8,752697.398994368,120805.882746264,108778.747785944,873503.281740632,0
10,788541.591574484,123689.914702386,108854.071516535,912231.50627687,1.5
10.2,713167.861821229,121086.923592547,108917.884728185,834254.785413776,1.5
10.4,649660.470014003,119318.825490002,108973.138879218,768979.295504005,1.5
10.6,595940.81730121,118260.527388611,109020.486489738,714201.34468982,1.5
10.8,549881.327203367,117775.187848464,109060.972648737,667656.51505183,1.5
11,509802.043240289,117764.387602355,109095.61908547,627566.430842644,0
11.2,555955.559666155,123825.576625197,109124.594560609,679781.136291351,0
11.4,600878.898101001,129467.730462095,109149.679844074,730346.628563097,0
11.6,644161.666707373,134664.243840637,109171.519367058,778825.91054801,0
11.8,685215.709211011,139333.282195519,109190.235497818,824548.99140653,0
12,723676.806570205,143448.796352697,109206.243070141,867125.602922903,1.5
12.2,640655.614640032,139908.990847319,109219.818982516,780564.605487352,1.5
12.4,572089.442028404,137470.962144066,109231.53889985,709560.404172471,1.5
12.6,515121.519583282,135936.444043427,109241.569978284,651057.963626709,1.5
12.8,467097.408192413,135114.638100217,109250.142099007,602212.04629263,1.5
13,425994.590495258,134859.612130194,109257.474158583,560854.202625452,0
13.2,471067.256579129,142915.357214762,109263.602961259,613982.613793891,0
13.4,515740.185552232,150569.848900251,109268.907047122,666310.034452482,0
13.6,559507.910614474,157763.005948533,109273.523458717,717270.916563007,0
13.8,601774.23246718,164377.613745271,109277.478501089,766151.846212451,0
14,642077.199458579,170354.623027353,109280.857839713,812431.822485932,1.5
14.2,557339.591019947,165659.42807025,109283.729449359,722999.019090197,1.5
14.4,488461.330272197,162336.887454145,109286.204544186,650798.217726342,1.5
14.6,432093.710975534,160108.561210865,109288.322214814,592202.272186399,1.5
14.8,385297.451938381,158723.382156154,109290.13169219,544020.834094535,1.5
15,345871.320073785,157988.554674401,109291.679280336,503859.874748186,0
15.2,388039.767885533,168572.15491938,109292.972749212,556611.922804914,0
15.4,430537.660357584,178804.221077402,109294.092080007,609341.881434986,0
15.6,472833.144513284,188584.120372031,109295.066227988,661417.264885315,0
15.8,514390.230534779,197755.232088574,109295.900518975,712145.462623353,0
16,554696.033544968,206214.629481121,109296.613322514,760910.663026089,1.5
16.2,472243.061042083,199823.928479682,109297.219820131,672066.989521764,1.5
16.4,406260.041442754,195111.767991199,109297.742041501,601371.809433953,1.5
16.6,353116.258535374,191704.587540151,109298.18875825,544820.846075525,1.5
16.8,309727.852013308,189278.466226605,109298.57046221,499006.318239913,1.5
17,273809.956476417,187587.00206229,109298.896923048,461396.958538707,0
17.2,311816.720382541,201195.222818446,109299.169823006,513011.943200987,0
17.4,350659.50841385,214526.262951142,109299.406007423,565185.771364992,0
17.6,389838.855425542,227433.948023373,109299.61148892,617272.803448915,0
17.8,428910.789281608,239720.542340973,109299.787447147,668631.331622581,0
18,467378.202689683,251234.223982908,109299.937782495,718612.426672591,1.5
18.2,390217.258012291,242300.496720128,109300.065787638,632517.754732419,1.5
18.4,329517.988130586,235402.75242239,109300.175926155,564920.740552976,1.5
18.6,281519.845126006,230054.528509058,109300.270123382,511574.373635063,1.5
18.8,243087.86117119,225845.418437613,109300.350613429,468933.279608803,1.5
19,211918.958498249,222468.726533176,109300.419455579,434387.685031425,0
19.2,245231.649842326,239419.79572596,109300.477220404,484651.445568286,0
19.4,279636.250548235,256185.379320435,109300.527330725,535821.62986867,0
19.6,314753.736224595,272552.953424082,109300.570628714,587306.689648678,0
19.8,350209.415550386,288295.988094795,109300.60765074,638505.403645181,0
20,385542.882068115,303209.806829229,109300.639292355,688752.688897344,1.5
20.2,315645.060124258,290615.947288297,109300.666250654,606261.007412555,1.5
20.4,261745.850598876,280489.404006216,109300.689431462,542235.254605092,1.5
20.6,220035.079508463,272212.603653032,109300.709254291,492247.683161495,1.5
20.8,187390.649578878,265278.190650026,109300.726193075,452668.840228904,1.5
21,161535.05533035,259314.683326911,109300.740681131,420849.738657261,0
21.2,190408.770414633,279565.460697574,109300.752868922,469974.231112207,0
21.4,220459.894698954,299697.941861163,109300.763448043,520157.836560118,0
21.6,251422.847022905,319457.542077611,109300.772552484,570880.389100516,0
21.8,282967.707951297,338577.671873422,109300.780337766,621545.379824719,0
22,314708.037382316,356814.12671989,109300.786989722,671522.164102206,1.5
22.2,252700.467183775,339390.722725614,109300.792659656,592091.18990939,1.5
22.4,205984.155523146,324970.104625365,109300.797532308,530954.260148512,1.5
22.6,170723.471091671,312788.405604534,109300.801698629,483511.876696205,1.5
22.8,143836.388811509,302233.487231189,109300.805258904,446069.876042698,1.5
23,123101.143017779,292866.716129827,109300.808304123,415967.859147606,0
23.2,148325.29991336,315955.790433853,109300.810870787,464281.090347213,0
23.4,174733.579678018,338967.953274593,109300.813098537,513701.532952611,0
23.6,202139.122640425,361618.373138923,109300.815011072,563757.495779348,0
23.8,230256.815117802,383608.366947767,109300.816646101,613865.18206557,0
24,258754.441224082,404658.025564997,109300.818043229,663412.466789079,1.5
24.2,203865.050408167,381601.633452361,109300.819234719,585466.683860528,1.5
24.4,163576.152666357,362202.251633465,109300.820258146,525778.404299822,1.5
24.6,133996.30564499,345536.110774731,109300.821133138,479532.416419721,1.5
24.8,112071.60264048,330878.513834952,109300.821880876,442950.116475432,1.5
25,95639.5138485904,317719.259611241,109300.822520446,413358.773459831,1.5
